path,bytes,sha256
extension_retrieval_methods/cache/runs/direct_mmr_rerank.meta.json,274,b9e5d3779b0116abca79eb0aa0754ce9a28861757447a7855cdfe6687aa2f5aa
extension_retrieval_methods/cache/runs/direct_mmr_rerank.npz,335483,e8ef4f00f80fe15559c5285bdcdd51b9da0fe29772b83e77bc18b334caec0fee
extension_retrieval_methods/cache/runs/qryexp.meta.json,6393,17a2a9cc91e123403a1f1e6ff16131b22b92584ba35ac449d936a3d7f3adf8f2
extension_retrieval_methods/cache/runs/qryexp.npz,440440,0c53c6d7c6ee9c05746285bdc07d053a1cdea2755463aca18dc850521342de6e
extension_retrieval_methods/cache/runs/retrieval_random.meta.json,143,6d9ccea6790949664c0d409df9c643d628afec4d629b741c43a5013301103fff
extension_retrieval_methods/cache/runs/retrieval_random.npz,498982,db796f82f2d65ee8db12bc051105a1049430cb0ea19dfeb76fb4411b0d223e67
extension_retrieval_methods/cache/runs/splade.meta.json,232,0af6d4e7363747f347da20d88ef45006406be392f9abba9b2afe975ea9ce0411
extension_retrieval_methods/cache/runs/splade.npz,391962,7d267e92e6c011705335302e8b248ab8de99ed2f52f02bd7eb79cf7e548e5ac4
extension_retrieval_methods/cache/splade_doc_index.meta.json,479,d0082b4cdbed71359b163f02f934d8f64a2ea23fe82d363aa58f7c18bd59ef83
extension_retrieval_methods/figures/fig1_coverage_spectrum.pdf,51260,7675a79616aadb7fc972a4df91515ae4983333cf3423675626b0bd2d210dca49
extension_retrieval_methods/figures/fig1_coverage_spectrum.png,236921,c4efb5f26267ea01790c59fd69f3d7ef8f192c4659cbe164df8d700f2db62c04
extension_retrieval_methods/figures/fig2_bm25_similarity_vs_coverage.pdf,34852,b37511837af88b696eb9fdb295d62ccfa1c838cc07958710f73325f1c28f7142
extension_retrieval_methods/figures/fig2_bm25_similarity_vs_coverage.png,141886,dabb9b1a3bd40ec640fe49fe7b7314d16953741c3eab62eb1acd8d932db0bff3
extension_retrieval_methods/figures/fig3_query_level.pdf,41485,86dab6858da813d4312fa6297521fb40d68b10f33a4f4212e5f93155b940c502
extension_retrieval_methods/figures/fig3_query_level.png,103609,571044c88fdd519068040da8068aeded252e04a9124f53346cbf5e0e5da9a1f3
extension_retrieval_methods/figures/fig4_candidate_generation.pdf,30151,7de2f957c29504583768aacbdf60a5967537b81950457fce4aee9e0189798782
extension_retrieval_methods/figures/fig4_candidate_generation.png,132435,d055528006972975ff3848e1d70745415d0cc5c66260fb3ef4ee6a8f9e0655f7
extension_retrieval_methods/outputs/analysis_meta.json,410,cc788d22c2888717fae9979cbd238df90f1daf3fc1ecfeb77ad90fae9d69da61
extension_retrieval_methods/outputs/coverage_by_query.csv,127426,2c8fc57a027bc874cdc1a97f36ecb150997c5f6f4c794363fbb69a6166210a04
extension_retrieval_methods/outputs/coverage_summary.csv,4991,e7997cdd242016c6c85494ce4119ca83a369f4b73aaeac75679335cdbdaf5726
extension_retrieval_methods/outputs/ir_validation.csv,653,8ecfe930d08763b0ee5392812b7e2ff40469064f4670018df2c55e83eab4adcf
extension_retrieval_methods/outputs/lexical_association.csv,718,f4bb58880d967fa3a877ca3194f6133d417224e373527c20dafb9ee015465f25
extension_retrieval_methods/outputs/method_overlap.csv,635614,2d22e7906521c8e10cf759bd309698780deb017ea1f5ea4c45c94e582e90abba
extension_retrieval_methods/outputs/method_overlap_summary.csv,19166,5e5ee5b4373fb7ff94d8b8a3c2f9d08d0041f4e409071ffe7daef2b0af1b2487
extension_retrieval_methods/outputs/method_profile.csv,2119,98e5f6380a7586204a1a7fe8ccbde929aed79578ca0c1b02061144ccaf730c8b
extension_retrieval_methods/outputs/pairwise_deltas.csv,336562,51e4323bef9c419c27b85e9c41d267e0e05411eb446ddf63d2ba46943dd83227
extension_retrieval_methods/outputs/pairwise_deltas_summary.csv,12638,b79aa5fa4cc8e2b5e2d925cd225e92fb84c848965dd423a8db47ffa49af90286
extension_retrieval_methods/outputs/pool_reachability.csv,53333,6989b5f84fdf6153736031d97fd2bdfbbbef883dec2ad6464795190267c776f7
extension_retrieval_methods/outputs/pool_reachability_summary.csv,1636,c91feff9ff10551e2f424d315fd0e2f9a7e3fe3a4460a588046060856cdb897a
extension_retrieval_methods/outputs/resource_actuals.json,1148,02ebfeb498c575cd0b254f0928585bb79ceb00a73b182100cc1fce69760a9d17
extension_retrieval_methods/outputs/strata_vs_bm25.csv,164631,fdbb570bb844f17c903f9280e0b9b15e5be20b4b43597fb0384dbc662dad7c7e
extension_retrieval_methods/outputs/strata_vs_bm25_summary.csv,5295,af71d8eb9c8a3dbeb514fb454798c642c5d3bc86c32ec6e38742c1a9fadd7b26
extension_retrieval_methods/scripts/analyze_extension.py,16545,322554e7ac202224e9716dee838cbd7cabc4353b86283e35198f65008c2e7518
extension_retrieval_methods/scripts/claim_audit.py,4727,1485153f499d6e49f4fb937f3600eb100fd7185ac9772b9635829ec73584bf75
extension_retrieval_methods/scripts/ext_common.py,5675,d346b311ff63e85ad640529ecdae8503d2d159eb9973eef482b501210165f100
extension_retrieval_methods/scripts/make_figures.py,14723,e21f7cf7658149ae834512c4f9fa67cd8f1794ecd8ac6656fa36c9dd56c934ac
extension_retrieval_methods/scripts/make_report.py,26446,3d209a85e3fdd3f621b16c1213d5aacdc7a2503bce59146551b734c487f8ab30
extension_retrieval_methods/scripts/run_mmr_variant.py,2624,368cb15c1df28a6798d82a76e0d6c612db3817d34f7e328badf2c99da095f2a4
extension_retrieval_methods/scripts/run_tier_a.py,5807,78d77eb297e5b0c9f6ea455f7dd21055eb1eacb88ce4f002eaab8c82ed2c5a49
extension_retrieval_methods/scripts/run_tier_b.py,12422,d41322424690192d501db5b368d9994a44189c5a4186b87d544416fdab280a99
extension_retrieval_methods/scripts/validate_extension.py,13658,e30a58658bd59b26ed5c2301889a5ba7c9e9221b2a50726818777ecc4be7e520
extension_retrieval_methods/validation/EXTENSION_CLAIM_AUDIT.md,2864,8f6975556a3346ad078de3a95ef958ecb0c0432aaa90d80487a8e725881ca747
extension_retrieval_methods/validation/EXTENSION_NUMERIC_AUDIT.txt,3653,19615f4db4b65239240851dffb37ba6021823f70c313f0aa2aa01b9daa7bbba0
extension_retrieval_methods/validation/EXTENSION_VALIDATION_REPORT.md,3690,e43b2619c12825d7fc98a4206fa927d6a7e14201c1a6e4846046cc144b086eca
figures/hole_by_depth.png,95397,10726db4dd250a947bd2723e2b67788f26386824993851452e53aa879e978804
figures/hole_by_method.png,92812,e4589ac3e7e2e7010d447e2917cd8c95160c969bd0943aa5391340c1223555d9
figures/hole_by_query_heatmap.png,95801,2efa879f0bc58ed373eae682c1b3dd13d740ef64d15dc27935f53b09583fa198
figures/ir_validation_vs_paper.png,86897,ba8b9ece57d09cc5585f7ba30fb0ce0b8604539741f3d9fb4f44048c4bf0c1db
figures/retrieval_overlap.png,63402,f1cf409602bb997b76e4003bc2c6af981c2ce9ce0ecc88f7d5773d8f6d3cbeac
figures/stage1_50q/agreement_strata_hole.png,157021,5ab84e817430659a797298098ab3fbf91d5d4257266bf23d260241a8921860ef
figures/stage1_50q/delta_hole_by_query.png,158666,0a584ac7291a57214bfd12bb253848130b5d4867214226d994be21b9a2dd5c34
figures/stage1_50q/hole_distribution_by_method.png,157757,2c646ba490bd68c8406af5b1ee0e3bc302105dcf115758d74beb2ba852b2d3b2
figures/stage1_50q/judged_probability_rank_matrix.png,120117,1cec38d5c6acda8b308884ef21d57cfa539f7641cf539eaa417721b7bccec750
figures/stage1_50q/sbert_vs_bm25_hole_scatter_k100.png,107424,8e53fb7e967f3cbda20d7ea8f94781f3815c71474a1c8b5ab51eb3047102249e
figures/stage1_50q/sbert_vs_bm25_hole_scatter_k20.png,102778,7b6bc236ca7961df0b1357323c8711871e8d4afeca48531106d9e025eb5f59e2
logs/build_artifacts.log,98247,da4f20cf74fbcfbf41090ab852a61d04e480b7a5e81e8333e71e1b59ccf550bb
logs/fig1.png,32072,a1247240972c573b08b39d8527fd2c0cafa3134ec1afbb308320a760eae1f874
logs/page5.png,301252,50335291b8b2214b4f390f414d30d5636a8d5d4447bce59e8e5320bb7fde576e
logs/paper_text.txt,73204,bb025bd3b3b7d35e0104dfbcfa9e8201c8db7368db2f0f0ef18366475f06f2f7
outputs/STAGE1_FINAL_TABLE.csv,426,8e7c738265f96342908f1b7853b6658d5be093aad57a04efff8facefc905f8ca
outputs/STAGE1_FINAL_TABLE.md,940,6d53f0b7e8bd8661033a1c9fda0d0d7b3f17ebcfa4ad3cd83c116d9432aca199
outputs/STAGE1_SECONDARY_METHODS_TABLE.csv,390,22e53ad3b42874adea46428bfb95a76e16b305e89dab6745ab6a8c4178e2cf5e
outputs/STAGE1_SECONDARY_METHODS_TABLE.md,740,6df3aa9682c333b8cac7c059bacd000057f85b097cafe2b0be9b2dacbd475c34
outputs/bpref_by_query.csv,1625,8e88b1d078573ccd5113b1c3ea503bf67bdba2551ccd8eddb16c8504888dbc35
outputs/data_audit.json,3196,909eed1bda37726ecbf65e0b1dd38d3476e8c4b1e28ae1faf71a203c5e5928f9
outputs/hole_by_exclusivity.csv,5858,98d86a7225f1a8ab1183eb86d8a495b0b25ac915e7f3488871ce86319c847695
outputs/judgment_coverage_by_query.csv,11441,3a38e51e16c0b42115fe9235ea51f59862b92d886943a5deeb33a42c16edb114
outputs/judgment_coverage_by_query_secondary.csv,9371,0059740703f5eb2bb4100190fab9de0ae237952051e5199266e0e7597ac17ef6
outputs/judgment_coverage_summary.csv,2221,83386928cee8465b6c6e22583f9774e6f2b7530bf5374582d28e1e5116e9409b
outputs/judgment_coverage_summary_secondary.csv,1941,10d9e97d26bfccb1d13d5417100d1a39fd06d107aee6d9fd64872943d47cb625
outputs/original_ir_validation.csv,20739,b95e2062d684fd53544747247361a983699eb52a6cb146d3f036a153538e43e6
outputs/original_ir_validation_summary.csv,470,4452d5bfd46b23e7f1c8201e5f6d524975bca0e1e0068dfe8ccb52c24a7cc032
outputs/pairwise_deltas.csv,3045,cdc7000987ffee1f5aab2f2e5838bbe191bc6d48d898a025f8b390c185151e3d
outputs/pairwise_deltas_summary.csv,1468,7d6a44a1cd0f8e2b2cce7ad276a5ef46366939114063e8f3355ee31c6ff855d0
outputs/q45_top10_sanity.csv,6776,0430d71598c8b79dd1d96978c928c4b068da7dbfa25cdfe56b695d8644c45a5d
outputs/query_qrel_stats.csv,10028,dba25b918e3ab674fa31c16ef11d89a660ad478a825518d19a7f07fa812d26fc
outputs/retrieval_overlap.csv,4412,151a9a41f96737a314d751e2444039748def946a3d6cd134353fb4bd483e7a98
outputs/retrieval_results.parquet,2166356,8e1cd522a25d59986f1697cc66cedee886e7cc47d5843db99f16841d2213be74
outputs/run_metadata.json,2594,9b36d91d50bab5698706a1517c44684c5374478afb4a711ae79deb4f6af9e550
outputs/secondary_methods_status.json,116,10acbf8325f2d1ccd3d759d1e5945426cb45a5de11af973bc786bd0abb409c68
outputs/stage1_50q/CACHE_REUSE_AUDIT.md,6553,b24809852ef86b52df57742a0d2aa67bf32a5a5cf69b737320856d7f88d706a1
outputs/stage1_50q/STAGE1_50Q_FINAL_TABLE.csv,530,b91bb20d64bf7bdb03497b1a83f6d34b7a472d5f4aae99dfc370bf4e3095959c
outputs/stage1_50q/STAGE1_50Q_FINAL_TABLE.md,1306,f39f635687da3514e90437cdebdfd24d156cef2f6c05d459052bbbf11d4d5a9e
outputs/stage1_50q/STAGE2_SAMPLING_RECOMMENDATION.md,8009,2fb1b7b3b036213c895c0044c08d5be4ac61d38ad4e46f08c01e48680ca36b74
outputs/stage1_50q/agreement_strata_50q.csv,39479,1a2980ddd17ca3787ea8967f2525313361aa2c52c73917fa85a2ddc3a7e38820
outputs/stage1_50q/agreement_strata_summary.csv,1964,661d8e9fb5cfe1879f33fe816c64efad032b3abb9f2bd663155a8bb9de2f0453
outputs/stage1_50q/all_queries.csv,7423,6d1cc05b1ba029ee80f8c6e800116480889a1d8056553d3572d11fff9454578d
outputs/stage1_50q/bootstrap_delta_summary.csv,2109,04d231add137da8682dba63d7706f2a2d4f721775af090441864205a2b6ef4ee
outputs/stage1_50q/direct_composition_50q.csv,58107,c1a55883168965368f91f83cbaf55502603d5fcdc9b98849b6cd9da79e32e449
outputs/stage1_50q/direct_composition_summary.csv,2245,67f757b0bf61c1524d0c69e014612b7dbc889258b5c50e4e53d7cc2c6ff880fa
outputs/stage1_50q/judged_probability_rank_matrix.csv,1107,080ae3ba5cef9ec1d16db7b8c4ea08de1893797132d571b8008c2ab838087107
outputs/stage1_50q/judgment_coverage_by_query_50q.csv,96174,74b163d93282f4052686853bbdc70c82243e1b9ff74691c98f4f5e009c963d29
outputs/stage1_50q/judgment_coverage_summary_50q.csv,1958,4ed9ccaa4e607ecf649de390547e53da8ddb76e28550b176087a942d672f0735
outputs/stage1_50q/pairwise_deltas_50q.csv,49425,030854674629d7ecb4684c998905f1d3528f06b457a75e0d1e00992faf13a3f0
outputs/stage1_50q/pairwise_deltas_summary_50q.csv,1942,ef9f478f75dd881409dd512f3598e420bbd58205ea096da0584d53722f68e7e2
outputs/stage1_50q/pilot_vs_full_comparison.csv,1763,95545e2f41703e6fea43a02da35689f97b37434863a1d9a6ae83e9996713cff7
outputs/stage1_50q/random_baseline_by_query_50q.csv,28122,e13445aabc9543c8de2d957d0e2bfa71bdf446b8f88aec598aa582510d26e9cb
outputs/stage1_50q/random_baseline_summary_50q.csv,755,309201c32a454f5156453364aace964137065d0fbbb60e46720b6f50a8b58c31
outputs/stage1_50q/retrieval_overlap_50q.csv,47423,da7b8d9393dd9157e57528dad726dd399ba67c4aad7180cfe28f275c96e67865
outputs/stage1_50q/retrieval_overlap_summary_50q.csv,1261,74c19e52e319f94ca9b86eb48c2c78645ab391f2fbd542c57024092417ec37bc
outputs/stage1_50q/retrieval_results_50q.parquet,8691473,26739d63157acf5a12efeb6d52315ea7a97459351914de5e84250dd7d520056d
outputs/stage1_50q/reversal_queries.csv,13714,dd067a8766eb639cfbf1922cd54a0bc343957a6d3453fc4a87d70bf6bbc1f729
outputs/stage1_50q/validation_report_50q.txt,3968,3ef27ddfa05f7030ccba7e7f437d7e69515653832eac93ea8d84c385527f43b9
outputs/validation_report.txt,3292,73edb874d7ecf4e616af388746272daa2bd1520b91b62275a660d037c7c12f87
paper/CLAIM_AUDIT.md,6760,bc9315c535f51c103800f62aebfd1a8596a71f878e5a31413e794354b5781594
paper/PAPER_NUMERIC_AUDIT.txt,13245,1f99035cd0f33578f47c0475e30f8a03efcebe38c40fce102231062de28d87ec
paper/README.md,4868,de5dd31f3d71859c9db947595c7a3f867ce837a3fb80b4707c6ac357086fee78
paper/advisor_update/README.md,2021,7bb93f22b8b6552cebf59fa348047877e78cb2af8f38f955ed86bfd15d5f1b2e
paper/advisor_update/advisor_summary_figure.pdf,43476,b2f7d314622cd4185fcf0e243ec0c63df7686875d8add2de5245b18cb74e1e78
paper/advisor_update/advisor_summary_figure.png,500004,08c242e6d9f3f7e10ba7993a9399b917a9c14aa0152ad2902f8a8133f6f09617
paper/appendix/appendix_implementation.tex,4313,1e0217e62b64223a9d3c4c454534e3b6c5524b7eef36263132da23afd6cf1195
paper/appendix/appendix_queries.tex,706,02349915d0f51a1b7f707877cf8859383d036fee533822e10fdbe24c96ea426e
paper/appendix/appendix_validation.tex,5959,7e63db6b703934077e7eea7a3a09a51ac8ac3f89670bbc2ad1a724096c94a7ec
paper/figures/advisor_summary_figure.pdf,43476,b2f7d314622cd4185fcf0e243ec0c63df7686875d8add2de5245b18cb74e1e78
paper/figures/advisor_summary_figure.png,500004,08c242e6d9f3f7e10ba7993a9399b917a9c14aa0152ad2902f8a8133f6f09617
paper/figures/advisor_summary_figure_caption.txt,2188,b4a0c47b1db5cc6e769b1a459ed074ca590bc25d93193128401c0a729ccec677
paper/figures/agreement_strata_hole.png,157021,5ab84e817430659a797298098ab3fbf91d5d4257266bf23d260241a8921860ef
paper/figures/delta_hole_by_query.png,158666,0a584ac7291a57214bfd12bb253848130b5d4867214226d994be21b9a2dd5c34
paper/figures/hole_distribution_by_method.png,157757,2c646ba490bd68c8406af5b1ee0e3bc302105dcf115758d74beb2ba852b2d3b2
paper/figures/ir_validation_vs_paper.png,86897,ba8b9ece57d09cc5585f7ba30fb0ce0b8604539741f3d9fb4f44048c4bf0c1db
paper/figures/judged_probability_rank_matrix.png,120117,1cec38d5c6acda8b308884ef21d57cfa539f7641cf539eaa417721b7bccec750
paper/figures/sbert_vs_bm25_hole_scatter_k100.png,107424,8e53fb7e967f3cbda20d7ea8f94781f3815c71474a1c8b5ab51eb3047102249e
paper/figures/sbert_vs_bm25_hole_scatter_k20.png,102778,7b6bc236ca7961df0b1357323c8711871e8d4afeca48531106d9e025eb5f59e2
paper/main.pdf,1172832,976f256c6d5219248d2d848d92d8f5497ebba3545c8e0c139a8376190fa8dc21
paper/main.tex,5931,a20cc04ddef48db21b375834b5ac82a86cd9bd4e37d7f0baeade7075ca707619
paper/numbers.tex,9067,929dad9a929b370305a23b63ee3d18d3b9614a4313c338ffbeac837c1cd8b791
paper/references.bib,7657,256570d56804b83e6e7d58255052ce12e7651ff5f3e8437d9d28b7a2a4dd05a4
paper/scripts/audit_paper_numbers.py,13478,9dd92c939f47aa5dbd635cedbb495eb788a00d86d1db47ec199c2b1ff1c72e94
paper/scripts/claim_scan.py,2316,43b1880e0d83ddba3b855c56bb585dd7b41b86be5429ffb4b3ff04a78a3c4bc0
paper/scripts/make_advisor_summary_figure.py,16319,c3de25e2f72225714639942ef2fdec712fd7bf03725f796dc0fe991c2b4e0769
paper/scripts/make_tables.py,22269,3006876fd5f7d5cfe452df89ec0f0d9c2bc5d422409573e6f76cca1c7d81811d
paper/sections/01_introduction.tex,4720,31326d4a782f33153896153d5bc6102e43c71da567c003c4b1643d591b752996
paper/sections/02_background.tex,4266,0daf44720df1d7fea02b8d0e263314d168ae599e2e29395da785fc65ba252534
paper/sections/03_research_question.tex,2660,e2c169f774fbb425a403e7eb920dcc58af210cf38944f7977628b3982385eaf4
paper/sections/04_data.tex,2281,8adc88dc3f4b0eac26f1e1dc979e189b44a12b9e174d7eb493ae016661269c2b
paper/sections/05_methods.tex,4222,035b8f90ee91f0b85156ac255b7918705b21d4b4682d117530564657405f7bfc
paper/sections/06_pilot.tex,2144,53997b233cdf5aff93f6f9e850eef135eac4be5f93bdf7a525dfab86f62fc0ed
paper/sections/07_full50_results.tex,9809,c0883d38c4be493dfa988f6f1fd17eba604e6fdd2330e56d25dea529e61de697
paper/sections/08_mechanism.tex,6575,aa2178dbca3a2d881a66526f0b7cb88fd2599a7b463520322f3794fe1a09db3c
paper/sections/09_discussion.tex,4076,c8a250f84a7e6035a0a3e3e8d36c43f36fe09bb7a69f1d6d76157cf465336337
paper/sections/10_limitations.tex,3143,9fc1af7aefd60f2d738774b149577102890b36eae124656a633fa08d5662bdf5
paper/sections/11_stage2.tex,3607,65f72f2e9e2b46a695e63c84ab79b715e9cfa528f7be11a8a0d8065a80c31d80
paper/sections/12_conclusion.tex,1914,23ab0aaa8afc8fa441dcb44f37fbdad8feee44a8833f2d676146db07a1519ef1
paper/tables/table_agreement_strata.tex,1693,0cbe241a2327add1a985fecb67a50e1209365bc7f7b8076586939e10814f8042
paper/tables/table_all_queries.tex,6151,b13f7182641784fe54deadb2fdf64c93c3ea82a64f255a4f2c3655f31ecf7130
paper/tables/table_delta_results.tex,2046,5189e3e1c7984593dba62e7a3282dd06934f8139231397e5923a5d64d14204b8
paper/tables/table_direct_composition.tex,1027,71d4c134db506c5786e2568709464b1d70dac6c535c2c4efd12268a2978fabfa
