query_id,doc_id,bm25_rank,mpnet_rank,direct_rank,methods,n_methods,judgment_status,has_title,has_abstract
7,2jy3uv7b,,16,,mpnet,1,unjudged_absent_qrel,1,0
7,6xqmlgr2,,9,,mpnet,1,unjudged_absent_qrel,1,1
7,9c3kzch6,,12,,mpnet,1,unjudged_absent_qrel,1,0
7,agtm3afi,,14,,mpnet,1,unjudged_absent_qrel,1,1
7,fdfearkn,,1,,mpnet,1,unjudged_absent_qrel,1,0
7,unh5dzkr,,15,,mpnet,1,unjudged_absent_qrel,1,0
7,vc67l6gm,,4,,mpnet,1,unjudged_absent_qrel,1,0
7,vmdas0m7,,17,,mpnet,1,unjudged_absent_qrel,1,0
7,w630f23b,,10,,mpnet,1,unjudged_absent_qrel,1,0
8,17pav1bg,6,,4,bm25;direct,2,unjudged_absent_qrel,1,0
8,2rd8cqhg,,20,,mpnet,1,unjudged_absent_qrel,1,0
8,39myo583,,5,,mpnet,1,unjudged_absent_qrel,1,0
8,42efk4s5,7,,3,bm25;direct,2,unjudged_absent_qrel,1,0
8,4amnl029,,2,,mpnet,1,unjudged_absent_qrel,1,0
8,8edbf2ai,,11,,mpnet,1,unjudged_absent_qrel,1,0
8,efog9bri,14,,,bm25,1,unjudged_absent_qrel,1,0
8,hepnhjpe,,10,,mpnet,1,unjudged_absent_qrel,1,0
8,huyogbis,,7,,mpnet,1,unjudged_absent_qrel,1,0
8,jnhoau5v,,6,,mpnet,1,unjudged_absent_qrel,1,0
8,qx5hnk5l,,14,,mpnet,1,unjudged_absent_qrel,1,0
8,rl6pd5vd,,13,,mpnet,1,unjudged_absent_qrel,1,0
8,srpgfh3h,12,,5,bm25;direct,2,unjudged_absent_qrel,1,0
8,w0sb4qnl,11,,8,bm25;direct,2,unjudged_absent_qrel,1,0
8,xqtx9sek,,18,,mpnet,1,unjudged_absent_qrel,1,0
8,zscviypa,,3,,mpnet,1,unjudged_absent_qrel,1,0
9,1q0v6upk,,20,,mpnet,1,unjudged_absent_qrel,1,1
9,1vxa19v0,,10,,mpnet,1,unjudged_absent_qrel,1,0
9,9zjtwp19,,8,,mpnet,1,unjudged_absent_qrel,1,0
9,ew5eaeg2,,12,,mpnet,1,unjudged_absent_qrel,1,0
9,k9gajt4l,,19,,mpnet,1,unjudged_absent_qrel,1,0
9,vgtc0k3a,,11,,mpnet,1,unjudged_absent_qrel,1,0
9,z2zt4fs2,,16,,mpnet,1,unjudged_absent_qrel,1,1
10,f0sc3vmp,,5,,mpnet,1,unjudged_absent_qrel,1,0
10,fu70v0xc,,12,,mpnet,1,unjudged_absent_qrel,1,0
10,iwwtsdj7,,15,,mpnet,1,unjudged_absent_qrel,1,0
10,kk38cfli,,2,,mpnet,1,unjudged_absent_qrel,1,0
10,x9j94s4j,,7,,mpnet,1,unjudged_absent_qrel,1,0
10,yv3x3g4u,,4,,mpnet,1,unjudged_absent_qrel,1,0
10,ywxatbk0,,6,,mpnet,1,unjudged_absent_qrel,1,0
11,580r9syn,,6,,mpnet,1,unjudged_absent_qrel,1,1
11,6a3u4gt0,,16,,mpnet,1,unjudged_absent_qrel,1,1
11,6lxgl8y0,,1,,mpnet,1,unjudged_absent_qrel,1,0
11,85tn8v04,,7,,mpnet,1,unjudged_absent_qrel,1,1
11,8auf97aa,,20,,mpnet,1,unjudged_absent_qrel,1,0
11,8xvtmvbl,,3,,mpnet,1,unjudged_absent_qrel,1,0
11,fgnrujsf,7,,,bm25,1,unjudged_absent_qrel,1,1
11,hh4mn3dd,,5,,mpnet,1,unjudged_absent_qrel,1,0
11,j9jub8al,,17,,mpnet,1,unjudged_absent_qrel,1,1
11,kh2ynlz4,,,4,direct,1,unjudged_absent_qrel,1,0
11,o86whm6a,,13,,mpnet,1,unjudged_absent_qrel,1,1
11,r64exwp3,18,,,bm25,1,unjudged_absent_qrel,1,0
11,tm0na3od,,10,,mpnet,1,unjudged_absent_qrel,1,0
11,yrn8b232,,8,,mpnet,1,unjudged_absent_qrel,1,1
11,z219kkuq,,11,,mpnet,1,unjudged_absent_qrel,1,1
12,2jhxnape,,14,,mpnet,1,unjudged_absent_qrel,1,1
12,7ftq02ev,5,,20,bm25;direct,2,unjudged_absent_qrel,1,1
12,7i1rk6nq,,17,,mpnet,1,unjudged_absent_qrel,1,0
12,8jykt16q,,5,,mpnet,1,unjudged_absent_qrel,1,0
12,9mg1lf45,,6,,mpnet,1,unjudged_absent_qrel,1,0
12,bu3ubgpc,,4,,mpnet,1,unjudged_absent_qrel,1,0
12,d2axm29e,,18,,mpnet,1,unjudged_absent_qrel,1,1
12,d4qany6k,,10,,mpnet,1,unjudged_absent_qrel,1,1
12,e4sshkgk,15,,13,bm25;direct,2,unjudged_absent_qrel,1,1
12,emzz4gl0,,12,,mpnet,1,unjudged_absent_qrel,1,0
12,k2imddzr,,9,,mpnet,1,unjudged_absent_qrel,1,0
12,njlo6g78,20,,,bm25,1,unjudged_absent_qrel,1,1
12,o34mejmh,,2,,mpnet,1,unjudged_absent_qrel,1,0
12,q1rby2to,,8,,mpnet,1,unjudged_absent_qrel,1,1
12,qnpagtt1,,20,,mpnet,1,unjudged_absent_qrel,1,1
12,t9l3irys,,7,,mpnet,1,unjudged_absent_qrel,1,0
12,tcvm715u,19,,,bm25,1,unjudged_absent_qrel,1,1
12,wwhc6h9a,,3,,mpnet,1,unjudged_absent_qrel,1,0
12,zuu1etgn,,16,,mpnet,1,unjudged_absent_qrel,1,1
13,2twiejju,,15,,mpnet,1,unjudged_absent_qrel,1,0
13,5cygqkgk,20,,20,bm25;direct,2,unjudged_absent_qrel,1,1
13,89fwi0q2,,13,,mpnet,1,unjudged_absent_qrel,1,0
13,8vsp3ksj,,20,,mpnet,1,unjudged_absent_qrel,1,0
13,cjfd3fwa,,16,,mpnet,1,unjudged_absent_qrel,1,0
13,fu59i694,,3,,mpnet,1,unjudged_absent_qrel,1,0
13,gvfooevu,,12,,mpnet,1,unjudged_absent_qrel,1,0
13,h9ihxl37,,14,,mpnet,1,unjudged_absent_qrel,1,0
13,hpr947vy,,6,,mpnet,1,unjudged_absent_qrel,1,0
13,ii0t5blp,,18,,mpnet,1,unjudged_absent_qrel,1,0
13,lv39vicw,,11,,mpnet,1,unjudged_absent_qrel,1,0
13,o908k448,,,17,direct,1,unjudged_absent_qrel,1,1
13,qiuwllg2,,19,,mpnet,1,unjudged_absent_qrel,1,0
13,s8af6j58,,8,,mpnet,1,unjudged_absent_qrel,1,0
13,wk7moopd,,7,,mpnet,1,unjudged_absent_qrel,1,0
13,wuvc2v3w,,17,,mpnet,1,unjudged_absent_qrel,1,0
13,xbvxta88,,10,,mpnet,1,unjudged_absent_qrel,1,0
13,zp4uy1v7,,2,,mpnet,1,unjudged_absent_qrel,1,0
14,0dlv1ukh,,11,,mpnet,1,unjudged_absent_qrel,1,0
14,3r7fxihw,,13,,mpnet,1,unjudged_absent_qrel,1,0
14,8lmrft9m,,20,,mpnet,1,unjudged_absent_qrel,1,0
14,8zqltwlj,,10,,mpnet,1,unjudged_absent_qrel,1,0
14,k96erjf1,,19,,mpnet,1,unjudged_absent_qrel,1,0
14,koq7upoq,,14,,mpnet,1,unjudged_absent_qrel,1,0
14,opm8pghh,,16,,mpnet,1,unjudged_absent_qrel,1,0
14,xmnlzp7i,,5,,mpnet,1,unjudged_absent_qrel,1,0
15,0354z6wh,20,,,bm25,1,unjudged_absent_qrel,1,1
15,11z8enb2,,11,,mpnet,1,unjudged_absent_qrel,1,0
15,21iuob1x,,6,,mpnet,1,unjudged_absent_qrel,1,0
15,2lt2coyf,,,4,direct,1,unjudged_absent_qrel,1,0
15,2twiejju,,19,,mpnet,1,unjudged_absent_qrel,1,0
15,3gajz0f4,,17,,mpnet,1,unjudged_absent_qrel,1,0
15,63frxx7o,,,3,direct,1,unjudged_absent_qrel,1,0
15,712nvzp5,,7,,mpnet,1,unjudged_absent_qrel,1,0
15,7et863mf,,9,,mpnet,1,unjudged_absent_qrel,1,0
15,97odkwtx,,15,,mpnet,1,unjudged_absent_qrel,1,0
15,9gvgvk8m,17,,,bm25,1,unjudged_absent_qrel,1,1
15,bh0q78sq,,14,,mpnet,1,unjudged_absent_qrel,1,0
15,cjfd3fwa,,10,,mpnet,1,unjudged_absent_qrel,1,0
15,e0bp8cuj,,4,,mpnet,1,unjudged_absent_qrel,1,0
15,gmcj27xz,14,,17,bm25;direct,2,unjudged_absent_qrel,1,1
15,h9ihxl37,,18,,mpnet,1,unjudged_absent_qrel,1,0
15,i1egk513,15,,,bm25,1,unjudged_absent_qrel,1,1
15,irkjiqll,,13,,mpnet,1,unjudged_absent_qrel,1,0
15,jrdr219f,,8,,mpnet,1,unjudged_absent_qrel,1,0
15,k1mmh18i,,3,,mpnet,1,unjudged_absent_qrel,1,0
15,k86pf2yf,,20,,mpnet,1,unjudged_absent_qrel,1,0
15,lv39vicw,,12,,mpnet,1,unjudged_absent_qrel,1,0
15,lx4rb7vz,,5,,mpnet,1,unjudged_absent_qrel,1,0
15,o3rxe56a,,,20,direct,1,unjudged_absent_qrel,1,0
15,oncmtwxg,12,,,bm25,1,unjudged_absent_qrel,1,1
15,uv4ckz3h,,,16,direct,1,unjudged_absent_qrel,1,0
15,wan1cdbg,18,,,bm25,1,unjudged_absent_qrel,1,1
15,zh6xd6em,,,10,direct,1,unjudged_absent_qrel,1,0
15,zp4uy1v7,,16,,mpnet,1,unjudged_absent_qrel,1,0
16,04awj06g,,,15,direct,1,unjudged_absent_qrel,1,1
16,g06lthp7,20,,,bm25,1,unjudged_absent_qrel,1,1
16,mmmm3pmv,8,,,bm25,1,unjudged_absent_qrel,1,1
16,p6x5ovv5,,6,,mpnet,1,unjudged_absent_qrel,1,0
16,zca9qww1,12,,,bm25,1,unjudged_absent_qrel,1,1
17,1zg7t5i5,,18,,mpnet,1,unjudged_absent_qrel,1,0
17,ar4lki90,,9,,mpnet,1,unjudged_absent_qrel,1,0
17,b9mxsywt,20,,,bm25,1,unjudged_absent_qrel,1,1
17,eanrbr0a,,16,,mpnet,1,unjudged_absent_qrel,1,0
17,k8pwidcw,,14,20,mpnet;direct,2,unjudged_absent_qrel,1,0
17,mr8s7ocn,,10,,mpnet,1,unjudged_absent_qrel,1,1
17,mux7vu6z,,5,17,mpnet;direct,2,unjudged_absent_qrel,1,1
17,np7for7b,,17,,mpnet,1,unjudged_absent_qrel,1,0
17,pwd6a1vr,,3,,mpnet,1,unjudged_absent_qrel,1,0
17,uok8osd5,8,,,bm25,1,unjudged_absent_qrel,1,1
17,ym5vrcdm,,15,,mpnet,1,unjudged_absent_qrel,1,0
17,z7issy1i,,7,,mpnet,1,unjudged_absent_qrel,1,0
18,114ku0qw,,4,,mpnet,1,unjudged_absent_qrel,1,0
18,5e7ussh3,,18,,mpnet,1,unjudged_absent_qrel,1,0
18,jih1skxx,,16,,mpnet,1,unjudged_absent_qrel,1,0
18,n18gp3wj,,15,,mpnet,1,unjudged_absent_qrel,1,0
18,pyc7gj1p,,19,,mpnet,1,unjudged_absent_qrel,1,0
19,09w2yec8,,12,,mpnet,1,unjudged_absent_qrel,1,0
19,evr6sa2z,,14,,mpnet,1,unjudged_absent_qrel,1,1
19,n1274d2j,,15,,mpnet,1,unjudged_absent_qrel,1,1
20,gwnb6ofi,7,1,3,bm25;mpnet;direct,3,unjudged_absent_qrel,1,0
20,ifn3jij5,19,,,bm25,1,unjudged_absent_qrel,1,0
21,5lzedyh3,,20,,mpnet,1,unjudged_absent_qrel,1,1
21,7sddz7ck,,3,,mpnet,1,unjudged_absent_qrel,1,0
21,a5q15dq1,12,,,bm25,1,unjudged_absent_qrel,1,1
21,aen84igh,,17,,mpnet,1,unjudged_absent_qrel,1,0
21,fgwitwjm,,14,,mpnet,1,unjudged_absent_qrel,1,1
21,fvdjlff3,,16,,mpnet,1,unjudged_absent_qrel,1,0
21,gs9nvs5h,,7,,mpnet,1,unjudged_absent_qrel,1,0
21,ipxu977x,,18,,mpnet,1,unjudged_absent_qrel,1,1
21,n00935pr,,10,,mpnet,1,unjudged_absent_qrel,1,0
21,n6oji75j,,4,,mpnet,1,unjudged_absent_qrel,1,1
21,op16ufhz,,1,18,mpnet;direct,2,unjudged_absent_qrel,1,0
21,r086n6hq,,2,,mpnet,1,unjudged_absent_qrel,1,0
21,t7rflddi,,11,,mpnet,1,unjudged_absent_qrel,1,0
21,v4yto9p3,19,,14,bm25;direct,2,unjudged_absent_qrel,1,1
21,xw244riy,,6,,mpnet,1,unjudged_absent_qrel,1,1
21,z2uc49n6,,19,,mpnet,1,unjudged_absent_qrel,1,0
22,2cv0p9lb,12,,19,bm25;direct,2,unjudged_absent_qrel,1,1
22,2k1n07on,6,,4,bm25;direct,2,unjudged_absent_qrel,1,1
22,dohh33lm,,14,,mpnet,1,unjudged_absent_qrel,1,0
22,ga0dzj3v,,20,,mpnet,1,unjudged_absent_qrel,1,0
22,h7x4yzet,,6,,mpnet,1,unjudged_absent_qrel,1,0
22,k6lzra89,,7,,mpnet,1,unjudged_absent_qrel,1,0
22,qmoc1imb,,4,,mpnet,1,unjudged_absent_qrel,1,0
22,rkve2z4j,13,,18,bm25;direct,2,unjudged_absent_qrel,1,1
22,sjbwd2kk,,5,,mpnet,1,unjudged_absent_qrel,1,0
22,x9t3o95c,19,,,bm25,1,unjudged_absent_qrel,1,1
23,5smothfb,19,,,bm25,1,unjudged_absent_qrel,1,1
23,ba5zus8h,,8,,mpnet,1,unjudged_absent_qrel,1,0
23,guj6gh6c,,10,,mpnet,1,unjudged_absent_qrel,1,0
23,j12siti1,,5,,mpnet,1,unjudged_absent_qrel,1,0
24,02ua1qyj,,2,,mpnet,1,unjudged_absent_qrel,1,0
24,0t9uspl5,5,,,bm25,1,unjudged_absent_qrel,1,1
24,36pf3e7w,,17,,mpnet,1,unjudged_absent_qrel,1,0
24,6yb3mf4c,,12,,mpnet,1,unjudged_absent_qrel,1,0
24,l34j91iw,,13,,mpnet,1,unjudged_absent_qrel,1,0
24,nx74j7ao,,14,,mpnet,1,unjudged_absent_qrel,1,0
24,v6zi2iz6,,8,,mpnet,1,unjudged_absent_qrel,1,0
24,xlxfex1j,,6,,mpnet,1,unjudged_absent_qrel,1,0
24,zeo9l272,6,,,bm25,1,unjudged_absent_qrel,1,1
25,5whhhml9,,9,,mpnet,1,unjudged_absent_qrel,1,0
25,6d5r1jut,,,14,direct,1,unjudged_absent_qrel,1,1
25,8an638in,,1,19,mpnet;direct,2,unjudged_absent_qrel,1,0
25,awcfs1qg,,2,17,mpnet;direct,2,unjudged_absent_qrel,1,0
25,f9r078e5,,13,,mpnet,1,unjudged_absent_qrel,1,1
25,fp6fhijm,12,,,bm25,1,unjudged_absent_qrel,1,1
25,fybo3ltn,,20,,mpnet,1,unjudged_absent_qrel,1,1
25,g1gpv9i7,,10,,mpnet,1,unjudged_absent_qrel,1,1
25,q4cgt376,,8,,mpnet,1,unjudged_absent_qrel,1,0
25,rmpzsse9,,18,,mpnet,1,unjudged_absent_qrel,1,1
25,smi9iy0p,17,,,bm25,1,unjudged_absent_qrel,1,1
25,tfz6f32q,7,,,bm25,1,unjudged_absent_qrel,1,1
25,tt3pbpmu,19,,,bm25,1,unjudged_absent_qrel,1,1
25,vrjucrrk,,5,,mpnet,1,unjudged_absent_qrel,1,0
25,ylhfe5nc,16,,,bm25,1,unjudged_absent_qrel,1,1
25,z48686qf,,11,,mpnet,1,unjudged_absent_qrel,1,1
26,1gp58zxg,,2,,mpnet,1,unjudged_absent_qrel,1,1
26,3062h5on,,18,,mpnet,1,unjudged_absent_qrel,1,1
26,4mvsbl1b,,12,,mpnet,1,unjudged_absent_qrel,1,0
26,6m70ltbw,,1,8,mpnet;direct,2,unjudged_absent_qrel,1,0
26,83z84cts,,17,,mpnet,1,unjudged_absent_qrel,1,1
26,91acvz63,,14,,mpnet,1,unjudged_absent_qrel,1,0
26,9c1abjkb,17,,,bm25,1,unjudged_absent_qrel,1,0
26,9zetheol,,20,,mpnet,1,unjudged_absent_qrel,1,1
26,aimvn68x,4,,9,bm25;direct,2,unjudged_absent_qrel,1,1
26,d5pic2ws,,4,,mpnet,1,unjudged_absent_qrel,1,0
26,el6nxrv5,,9,,mpnet,1,unjudged_absent_qrel,1,0
26,fwz2nc52,,11,,mpnet,1,unjudged_absent_qrel,1,0
26,hyh1b97y,,8,,mpnet,1,unjudged_absent_qrel,1,0
26,ihs9xbv8,,16,,mpnet,1,unjudged_absent_qrel,1,0
26,k5bet5ue,13,,,bm25,1,unjudged_absent_qrel,1,1
26,kkw05jxo,,19,,mpnet,1,unjudged_absent_qrel,1,0
26,pixfjrt6,,7,,mpnet,1,unjudged_absent_qrel,1,0
26,qlir6keq,,15,,mpnet,1,unjudged_absent_qrel,1,0
26,w341jsae,,6,,mpnet,1,unjudged_absent_qrel,1,0
26,worxwfpo,,13,,mpnet,1,unjudged_absent_qrel,1,0
27,jpq2p39y,,19,,mpnet,1,unjudged_absent_qrel,1,0
27,n8e80w59,,17,,mpnet,1,unjudged_absent_qrel,1,0
27,ue7rd2yt,14,,,bm25,1,unjudged_absent_qrel,1,1
27,wxvf9xmt,,16,,mpnet,1,unjudged_absent_qrel,1,0
27,ygp8tims,18,,,bm25,1,unjudged_absent_qrel,1,1
27,ztiv1d93,,20,,mpnet,1,unjudged_absent_qrel,1,1
28,16d0zvot,,1,10,mpnet;direct,2,unjudged_absent_qrel,1,0
28,dvywkiwg,,16,,mpnet,1,unjudged_absent_qrel,1,0
28,em8wchd1,,2,,mpnet,1,unjudged_absent_qrel,1,0
28,fpn9y7e6,,8,14,mpnet;direct,2,unjudged_absent_qrel,1,0
28,g3s4iavk,,14,,mpnet,1,unjudged_absent_qrel,1,0
28,hz0vj0a2,,11,20,mpnet;direct,2,unjudged_absent_qrel,1,0
28,jpdnii41,,15,,mpnet,1,unjudged_absent_qrel,1,0
28,o91ew9sl,,10,,mpnet,1,unjudged_absent_qrel,1,0
28,utpou94l,,18,,mpnet,1,unjudged_absent_qrel,1,0
28,ym5lw49s,,7,,mpnet,1,unjudged_absent_qrel,1,0
29,6qvdrrmj,,8,,mpnet,1,unjudged_absent_qrel,1,0
29,72trq13y,,14,,mpnet,1,unjudged_absent_qrel,1,0
29,b0dh8nu6,,18,,mpnet,1,unjudged_absent_qrel,1,0
29,cl99wo9w,,9,,mpnet,1,unjudged_absent_qrel,1,1
29,dolbt1v7,,2,,mpnet,1,unjudged_absent_qrel,1,0
29,kp8iph2r,,17,,mpnet,1,unjudged_absent_qrel,1,0
29,ovvyq18n,,4,20,mpnet;direct,2,unjudged_absent_qrel,1,1
30,0b8thzom,,16,,mpnet,1,unjudged_absent_qrel,1,0
30,hgpgeel6,,14,,mpnet,1,unjudged_absent_qrel,1,0
30,n0joyhon,,19,,mpnet,1,unjudged_absent_qrel,1,0
30,rz472kcg,,13,,mpnet,1,unjudged_absent_qrel,1,0
30,yhgpw0i5,,15,,mpnet,1,unjudged_absent_qrel,1,0
31,2twiejju,,4,,mpnet,1,unjudged_absent_qrel,1,0
31,2xlym01m,,19,,mpnet,1,unjudged_absent_qrel,1,0
31,bp9xz9wk,,1,,mpnet,1,unjudged_absent_qrel,1,0
31,c8nxqw11,17,,14,bm25;direct,2,unjudged_absent_qrel,1,0
31,e0bp8cuj,,17,,mpnet,1,unjudged_absent_qrel,1,0
31,fu59i694,,20,,mpnet,1,unjudged_absent_qrel,1,0
31,gvfooevu,,2,,mpnet,1,unjudged_absent_qrel,1,0
31,h9ihxl37,,3,,mpnet,1,unjudged_absent_qrel,1,0
31,hpr947vy,,7,,mpnet,1,unjudged_absent_qrel,1,0
31,ii0t5blp,,11,,mpnet,1,unjudged_absent_qrel,1,0
31,j1cdoxqs,,8,,mpnet,1,unjudged_absent_qrel,1,0
31,jrdr219f,,12,,mpnet,1,unjudged_absent_qrel,1,0
31,lv39vicw,,13,,mpnet,1,unjudged_absent_qrel,1,0
31,pq6vm550,,15,,mpnet,1,unjudged_absent_qrel,1,0
31,wcwyzfgl,,14,,mpnet,1,unjudged_absent_qrel,1,0
31,why2zsb1,,9,,mpnet,1,unjudged_absent_qrel,1,0
31,xbvxta88,,6,,mpnet,1,unjudged_absent_qrel,1,0
31,y6l8c2k7,,10,,mpnet,1,unjudged_absent_qrel,1,0
31,ylmdrjus,,16,,mpnet,1,unjudged_absent_qrel,1,0
32,6blr80r5,,16,,mpnet,1,unjudged_absent_qrel,1,0
32,8w5p9369,,7,,mpnet,1,unjudged_absent_qrel,1,0
