method_a,method_b,query_id,k,label_rule,observed_delta,lower_bound,upper_bound,unjudged_a,unjudged_b,unjudged_shared,unjudged_a_only,unjudged_b_only
mpnet,bm25,30,20,strict_eq2,-0.25,-0.25,0,5,0,0,5,0
mpnet,bm25,31,20,strict_eq2,-0.1,-0.15,0.8,18,1,0,18,1
mpnet,bm25,32,20,strict_eq2,-0.3,-0.3,0.55,17,0,0,17,0
mpnet,bm25,33,20,strict_eq2,-0.15,-0.15,0.3,9,0,0,9,0
mpnet,bm25,34,20,strict_eq2,-0.15,-0.45,0.5,13,6,0,13,6
mpnet,bm25,35,20,strict_eq2,-0.35,-0.35,0.45,16,0,0,16,0
mpnet,bm25,36,20,strict_eq2,-0.15,-0.15,0,3,0,0,3,0
mpnet,bm25,37,20,strict_eq2,0,0,0,0,0,0,0,0
mpnet,bm25,38,20,strict_eq2,-0.25,-0.25,0.15,8,0,0,8,0
mpnet,bm25,39,20,strict_eq2,-0.05,-0.05,-0.05,0,0,0,0,0
mpnet,bm25,40,20,strict_eq2,-0.1,-0.1,-0.1,0,0,0,0,0
mpnet,bm25,41,20,strict_eq2,0.15,0.15,0.2,1,0,0,1,0
mpnet,bm25,42,20,strict_eq2,0.35,0.35,0.35,0,0,0,0,0
mpnet,bm25,43,20,strict_eq2,0.3,0.3,0.3,0,0,0,0,0
mpnet,bm25,44,20,strict_eq2,0.15,0.1,0.2,1,1,0,1,1
mpnet,bm25,45,20,strict_eq2,-0.35,-0.4,-0.3,1,1,0,1,1
mpnet,bm25,46,20,strict_eq2,0.4,0.4,0.4,0,0,0,0,0
mpnet,bm25,47,20,strict_eq2,0.1,-0.2,0.65,11,6,0,11,6
mpnet,bm25,48,20,strict_eq2,0,-0.15,0.1,2,3,0,2,3
mpnet,bm25,49,20,strict_eq2,0.35,0.3,0.75,8,1,0,8,1
mpnet,bm25,50,20,strict_eq2,-0.15,-0.15,0.15,6,0,0,6,0
mpnet,bm25,1,20,relaxed_ge1,-0.45,-0.6,0.45,18,3,0,18,3
mpnet,bm25,2,20,relaxed_ge1,-0.3,-0.35,0.6,18,1,0,18,1
mpnet,bm25,3,20,relaxed_ge1,-0.1,-0.2,0.65,15,2,0,15,2
mpnet,bm25,4,20,relaxed_ge1,0.2,0.2,0.7,10,0,0,10,0
mpnet,bm25,5,20,relaxed_ge1,-0.5,-0.6,0.1,12,2,0,12,2
mpnet,bm25,6,20,relaxed_ge1,-0.35,-0.4,0.1,9,1,0,9,1
mpnet,bm25,7,20,relaxed_ge1,-0.35,-0.35,0.15,10,0,0,10,0
mpnet,bm25,8,20,relaxed_ge1,-0.15,-0.4,0.4,11,5,0,11,5
mpnet,bm25,9,20,relaxed_ge1,0.1,0.1,0.45,7,0,0,7,0
mpnet,bm25,10,20,relaxed_ge1,-0.45,-0.45,-0.1,7,0,0,7,0
mpnet,bm25,11,20,relaxed_ge1,-0.35,-0.45,0.25,12,2,0,12,2
mpnet,bm25,12,20,relaxed_ge1,-0.35,-0.55,0.4,15,4,0,15,4
mpnet,bm25,13,20,relaxed_ge1,-0.6,-0.65,0.2,16,1,0,16,1
mpnet,bm25,14,20,relaxed_ge1,-0.2,-0.2,0.2,8,0,0,8,0
mpnet,bm25,15,20,relaxed_ge1,-0.1,-0.4,0.8,18,6,0,18,6
mpnet,bm25,16,20,relaxed_ge1,0.65,0.5,0.7,1,3,0,1,3
mpnet,bm25,17,20,relaxed_ge1,-0.1,-0.2,0.4,10,2,0,10,2
mpnet,bm25,18,20,relaxed_ge1,-0.05,-0.05,0.2,5,0,0,5,0
mpnet,bm25,19,20,relaxed_ge1,-0.15,-0.15,0,3,0,0,3,0
mpnet,bm25,20,20,relaxed_ge1,0.1,0.05,0.1,1,2,1,0,1
mpnet,bm25,21,20,relaxed_ge1,-0.15,-0.25,0.55,14,2,0,14,2
mpnet,bm25,22,20,relaxed_ge1,-0.1,-0.3,0.2,6,4,0,6,4
mpnet,bm25,23,20,relaxed_ge1,0.05,0,0.2,3,1,0,3,1
mpnet,bm25,24,20,relaxed_ge1,-0.15,-0.25,0.2,7,2,0,7,2
mpnet,bm25,25,20,relaxed_ge1,0.35,0.1,0.85,10,5,0,10,5
mpnet,bm25,26,20,relaxed_ge1,-0.45,-0.6,0.4,17,3,0,17,3
mpnet,bm25,27,20,relaxed_ge1,-0.05,-0.15,0.15,4,2,0,4,2
mpnet,bm25,28,20,relaxed_ge1,-0.4,-0.4,0.1,10,0,0,10,0
mpnet,bm25,29,20,relaxed_ge1,-0.25,-0.25,0.1,7,0,0,7,0
mpnet,bm25,30,20,relaxed_ge1,-0.25,-0.25,0,5,0,0,5,0
mpnet,bm25,31,20,relaxed_ge1,-0.15,-0.2,0.75,18,1,0,18,1
mpnet,bm25,32,20,relaxed_ge1,-0.45,-0.45,0.4,17,0,0,17,0
mpnet,bm25,33,20,relaxed_ge1,-0.35,-0.35,0.1,9,0,0,9,0
mpnet,bm25,34,20,relaxed_ge1,-0.2,-0.5,0.45,13,6,0,13,6
mpnet,bm25,35,20,relaxed_ge1,-0.25,-0.25,0.55,16,0,0,16,0
mpnet,bm25,36,20,relaxed_ge1,-0.15,-0.15,0,3,0,0,3,0
mpnet,bm25,37,20,relaxed_ge1,-0.25,-0.25,-0.25,0,0,0,0,0
mpnet,bm25,38,20,relaxed_ge1,-0.1,-0.1,0.3,8,0,0,8,0
mpnet,bm25,39,20,relaxed_ge1,0,0,0,0,0,0,0,0
mpnet,bm25,40,20,relaxed_ge1,0,0,0,0,0,0,0,0
mpnet,bm25,41,20,relaxed_ge1,0.2,0.2,0.25,1,0,0,1,0
mpnet,bm25,42,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
mpnet,bm25,43,20,relaxed_ge1,0.2,0.2,0.2,0,0,0,0,0
mpnet,bm25,44,20,relaxed_ge1,0.05,0,0.1,1,1,0,1,1
mpnet,bm25,45,20,relaxed_ge1,0.05,0,0.1,1,1,0,1,1
mpnet,bm25,46,20,relaxed_ge1,0.3,0.3,0.3,0,0,0,0,0
mpnet,bm25,47,20,relaxed_ge1,0,-0.3,0.55,11,6,0,11,6
mpnet,bm25,48,20,relaxed_ge1,0.1,-0.05,0.2,2,3,0,2,3
mpnet,bm25,49,20,relaxed_ge1,0.2,0.15,0.6,8,1,0,8,1
mpnet,bm25,50,20,relaxed_ge1,-0.35,-0.35,-0.05,6,0,0,6,0
mpnet,bm25,1,100,strict_eq2,-0.11,-0.55,0.73,86,46,2,84,44
mpnet,bm25,2,100,strict_eq2,-0.26,-0.48,0.61,87,22,0,87,22
mpnet,bm25,3,100,strict_eq2,-0.12,-0.34,0.63,75,22,0,75,22
mpnet,bm25,4,100,strict_eq2,-0.04,-0.33,0.66,72,31,2,70,29
mpnet,bm25,5,100,strict_eq2,-0.08,-0.36,0.55,64,29,1,63,28
mpnet,bm25,6,100,strict_eq2,-0.17,-0.5,0.41,58,33,0,58,33
mpnet,bm25,7,100,strict_eq2,-0.06,-0.16,0.33,41,12,2,39,10
mpnet,bm25,8,100,strict_eq2,-0.04,-0.4,0.61,68,39,3,65,36
mpnet,bm25,9,100,strict_eq2,-0.02,-0.13,0.48,51,12,1,50,11
mpnet,bm25,10,100,strict_eq2,0.04,-0.07,0.25,21,11,0,21,11
mpnet,bm25,11,100,strict_eq2,-0.11,-0.25,0.62,74,15,1,73,14
mpnet,bm25,12,100,strict_eq2,-0.01,-0.23,0.68,69,22,0,69,22
mpnet,bm25,13,100,strict_eq2,-0.26,-0.49,0.61,87,23,0,87,23
mpnet,bm25,14,100,strict_eq2,-0.22,-0.26,0.54,76,4,0,76,4
mpnet,bm25,15,100,strict_eq2,0,-0.51,0.9,90,51,0,90,51
mpnet,bm25,16,100,strict_eq2,0.32,-0.05,0.64,33,38,1,32,37
mpnet,bm25,17,100,strict_eq2,0.02,-0.2,0.49,47,22,0,47,22
mpnet,bm25,18,100,strict_eq2,0.06,-0.06,0.31,25,12,0,25,12
mpnet,bm25,19,100,strict_eq2,0.03,-0.14,0.43,40,17,0,40,17
mpnet,bm25,20,100,strict_eq2,0.26,0.17,0.38,13,10,1,12,9
mpnet,bm25,21,100,strict_eq2,-0.16,-0.36,0.47,64,21,1,63,20
mpnet,bm25,22,100,strict_eq2,-0.16,-0.42,0.41,58,27,1,57,26
mpnet,bm25,23,100,strict_eq2,0.13,-0.18,0.41,29,32,1,28,31
mpnet,bm25,24,100,strict_eq2,-0.14,-0.3,0.33,47,16,0,47,16
mpnet,bm25,25,100,strict_eq2,0.26,-0.08,0.7,44,34,0,44,34
mpnet,bm25,26,100,strict_eq2,-0.19,-0.57,0.58,77,38,0,77,38
mpnet,bm25,27,100,strict_eq2,-0.27,-0.37,0.31,58,10,0,58,10
mpnet,bm25,28,100,strict_eq2,-0.12,-0.25,0.25,40,16,3,37,13
mpnet,bm25,29,100,strict_eq2,-0.11,-0.14,0.44,56,4,1,55,3
mpnet,bm25,30,100,strict_eq2,-0.01,-0.05,0.17,20,6,2,18,4
mpnet,bm25,31,100,strict_eq2,-0.06,-0.08,0.75,81,2,0,81,2
mpnet,bm25,32,100,strict_eq2,-0.12,-0.34,0.77,89,22,0,89,22
mpnet,bm25,33,100,strict_eq2,-0.13,-0.29,0.46,59,16,0,59,16
mpnet,bm25,34,100,strict_eq2,-0.01,-0.52,0.74,75,51,0,75,51
mpnet,bm25,35,100,strict_eq2,-0.33,-0.49,0.43,76,16,0,76,16
mpnet,bm25,36,100,strict_eq2,-0.22,-0.24,0.03,25,2,0,25,2
mpnet,bm25,37,100,strict_eq2,-0.09,-0.1,0.04,13,1,0,13,1
mpnet,bm25,38,100,strict_eq2,0.16,0.02,0.5,35,15,1,34,14
mpnet,bm25,39,100,strict_eq2,0.07,0.07,0.13,6,0,0,6,0
mpnet,bm25,40,100,strict_eq2,-0.07,-0.08,0.01,8,1,0,8,1
mpnet,bm25,41,100,strict_eq2,0.19,0.16,0.3,11,3,0,11,3
mpnet,bm25,42,100,strict_eq2,0.34,0.29,0.34,0,5,0,0,5
mpnet,bm25,43,100,strict_eq2,-0.16,-0.17,0.24,40,1,0,40,1
mpnet,bm25,44,100,strict_eq2,0.23,0.11,0.43,20,12,0,20,12
mpnet,bm25,45,100,strict_eq2,-0.05,-0.14,0.22,28,10,1,27,9
mpnet,bm25,46,100,strict_eq2,0,-0.13,0.53,53,13,0,53,13
mpnet,bm25,47,100,strict_eq2,0.08,-0.32,0.69,61,40,0,61,40
mpnet,bm25,48,100,strict_eq2,0.32,-0.16,0.54,22,48,0,22,48
mpnet,bm25,49,100,strict_eq2,0.24,0.01,0.77,53,23,0,53,23
mpnet,bm25,50,100,strict_eq2,0.01,-0.23,0.35,34,24,0,34,24
mpnet,bm25,1,100,relaxed_ge1,-0.22,-0.66,0.62,86,46,2,84,44
mpnet,bm25,2,100,relaxed_ge1,-0.32,-0.54,0.55,87,22,0,87,22
mpnet,bm25,3,100,relaxed_ge1,-0.26,-0.48,0.49,75,22,0,75,22
mpnet,bm25,4,100,relaxed_ge1,-0.07,-0.36,0.63,72,31,2,70,29
mpnet,bm25,5,100,relaxed_ge1,-0.29,-0.57,0.34,64,29,1,63,28
mpnet,bm25,6,100,relaxed_ge1,-0.2,-0.53,0.38,58,33,0,58,33
mpnet,bm25,7,100,relaxed_ge1,-0.1,-0.2,0.29,41,12,2,39,10
mpnet,bm25,8,100,relaxed_ge1,-0.13,-0.49,0.52,68,39,3,65,36
mpnet,bm25,9,100,relaxed_ge1,-0.06,-0.17,0.44,51,12,1,50,11
mpnet,bm25,10,100,relaxed_ge1,-0.1,-0.21,0.11,21,11,0,21,11
mpnet,bm25,11,100,relaxed_ge1,-0.22,-0.36,0.51,74,15,1,73,14
mpnet,bm25,12,100,relaxed_ge1,-0.22,-0.44,0.47,69,22,0,69,22
mpnet,bm25,13,100,relaxed_ge1,-0.47,-0.7,0.4,87,23,0,87,23
mpnet,bm25,14,100,relaxed_ge1,-0.47,-0.51,0.29,76,4,0,76,4
mpnet,bm25,15,100,relaxed_ge1,-0.02,-0.53,0.88,90,51,0,90,51
mpnet,bm25,16,100,relaxed_ge1,0.41,0.04,0.73,33,38,1,32,37
mpnet,bm25,17,100,relaxed_ge1,-0.1,-0.32,0.37,47,22,0,47,22
mpnet,bm25,18,100,relaxed_ge1,-0.05,-0.17,0.2,25,12,0,25,12
mpnet,bm25,19,100,relaxed_ge1,0,-0.17,0.4,40,17,0,40,17
mpnet,bm25,20,100,relaxed_ge1,0.16,0.07,0.28,13,10,1,12,9
mpnet,bm25,21,100,relaxed_ge1,-0.13,-0.33,0.5,64,21,1,63,20
mpnet,bm25,22,100,relaxed_ge1,-0.22,-0.48,0.35,58,27,1,57,26
mpnet,bm25,23,100,relaxed_ge1,0.08,-0.23,0.36,29,32,1,28,31
mpnet,bm25,24,100,relaxed_ge1,-0.19,-0.35,0.28,47,16,0,47,16
mpnet,bm25,25,100,relaxed_ge1,0.33,-0.01,0.77,44,34,0,44,34
mpnet,bm25,26,100,relaxed_ge1,-0.22,-0.6,0.55,77,38,0,77,38
mpnet,bm25,27,100,relaxed_ge1,-0.45,-0.55,0.13,58,10,0,58,10
mpnet,bm25,28,100,relaxed_ge1,-0.14,-0.27,0.23,40,16,3,37,13
mpnet,bm25,29,100,relaxed_ge1,-0.24,-0.27,0.31,56,4,1,55,3
mpnet,bm25,30,100,relaxed_ge1,-0.09,-0.13,0.09,20,6,2,18,4
mpnet,bm25,31,100,relaxed_ge1,-0.12,-0.14,0.69,81,2,0,81,2
mpnet,bm25,32,100,relaxed_ge1,-0.16,-0.38,0.73,89,22,0,89,22
mpnet,bm25,33,100,relaxed_ge1,-0.15,-0.31,0.44,59,16,0,59,16
mpnet,bm25,34,100,relaxed_ge1,-0.03,-0.54,0.72,75,51,0,75,51
mpnet,bm25,35,100,relaxed_ge1,-0.3,-0.46,0.46,76,16,0,76,16
mpnet,bm25,36,100,relaxed_ge1,-0.24,-0.26,0.01,25,2,0,25,2
mpnet,bm25,37,100,relaxed_ge1,-0.18,-0.19,-0.05,13,1,0,13,1
mpnet,bm25,38,100,relaxed_ge1,0.08,-0.06,0.42,35,15,1,34,14
mpnet,bm25,39,100,relaxed_ge1,-0.05,-0.05,0.01,6,0,0,6,0
mpnet,bm25,40,100,relaxed_ge1,-0.09,-0.1,-0.01,8,1,0,8,1
mpnet,bm25,41,100,relaxed_ge1,0.17,0.14,0.28,11,3,0,11,3
mpnet,bm25,42,100,relaxed_ge1,0.3,0.25,0.3,0,5,0,0,5
mpnet,bm25,43,100,relaxed_ge1,-0.21,-0.22,0.19,40,1,0,40,1
mpnet,bm25,44,100,relaxed_ge1,0.12,0,0.32,20,12,0,20,12
mpnet,bm25,45,100,relaxed_ge1,-0.1,-0.19,0.17,28,10,1,27,9
mpnet,bm25,46,100,relaxed_ge1,0.02,-0.11,0.55,53,13,0,53,13
mpnet,bm25,47,100,relaxed_ge1,0.03,-0.37,0.64,61,40,0,61,40
mpnet,bm25,48,100,relaxed_ge1,0.29,-0.19,0.51,22,48,0,22,48
mpnet,bm25,49,100,relaxed_ge1,0.19,-0.04,0.72,53,23,0,53,23
mpnet,bm25,50,100,relaxed_ge1,0.02,-0.22,0.36,34,24,0,34,24
direct,bm25,1,20,strict_eq2,0.1,0.05,0.15,3,3,2,1,1
direct,bm25,2,20,strict_eq2,0.35,0.35,0.35,1,1,1,0,0
direct,bm25,3,20,strict_eq2,0.4,0.35,0.4,1,2,1,0,1
direct,bm25,4,20,strict_eq2,0.1,0.1,0.25,3,0,0,3,0
direct,bm25,5,20,strict_eq2,0.1,0.05,0.25,4,2,1,3,1
direct,bm25,6,20,strict_eq2,0.15,0.1,0.15,0,1,0,0,1
direct,bm25,7,20,strict_eq2,0.15,0.15,0.15,0,0,0,0,0
direct,bm25,8,20,strict_eq2,0.1,0.05,0.1,4,5,4,0,1
direct,bm25,9,20,strict_eq2,0.15,0.15,0.15,0,0,0,0,0
direct,bm25,10,20,strict_eq2,0.2,0.2,0.2,0,0,0,0,0
direct,bm25,11,20,strict_eq2,0.35,0.25,0.4,1,2,0,1,2
direct,bm25,12,20,strict_eq2,0.05,-0.05,0.05,2,4,2,0,2
direct,bm25,13,20,strict_eq2,0.1,0.1,0.15,2,1,1,1,0
direct,bm25,14,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,15,20,strict_eq2,0.1,-0.15,0.35,6,6,1,5,5
direct,bm25,16,20,strict_eq2,0.35,0.2,0.4,1,3,0,1,3
direct,bm25,17,20,strict_eq2,0.15,0.05,0.25,2,2,0,2,2
direct,bm25,18,20,strict_eq2,0.2,0.2,0.2,0,0,0,0,0
direct,bm25,19,20,strict_eq2,0.1,0.1,0.1,0,0,0,0,0
direct,bm25,20,20,strict_eq2,0.1,0.05,0.1,1,2,1,0,1
direct,bm25,21,20,strict_eq2,0.25,0.2,0.3,2,2,1,1,1
direct,bm25,22,20,strict_eq2,-0.05,-0.1,-0.05,3,4,3,0,1
direct,bm25,23,20,strict_eq2,0.1,0.05,0.1,0,1,0,0,1
direct,bm25,24,20,strict_eq2,0.3,0.2,0.3,0,2,0,0,2
direct,bm25,25,20,strict_eq2,0.3,0.05,0.45,3,5,0,3,5
direct,bm25,26,20,strict_eq2,0,-0.1,0.05,2,3,1,1,2
direct,bm25,27,20,strict_eq2,0.05,-0.05,0.05,0,2,0,0,2
direct,bm25,28,20,strict_eq2,0,0,0.15,3,0,0,3,0
direct,bm25,29,20,strict_eq2,0.05,0.05,0.1,1,0,0,1,0
direct,bm25,30,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,31,20,strict_eq2,0.05,0.05,0.05,1,1,1,0,0
direct,bm25,32,20,strict_eq2,0.05,0.05,0.25,4,0,0,4,0
direct,bm25,33,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,34,20,strict_eq2,0,-0.25,0.05,2,6,1,1,5
direct,bm25,35,20,strict_eq2,0.2,0.2,0.2,0,0,0,0,0
direct,bm25,36,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,37,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,38,20,strict_eq2,0.25,0.25,0.3,1,0,0,1,0
direct,bm25,39,20,strict_eq2,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,40,20,strict_eq2,-0.05,-0.05,-0.05,0,0,0,0,0
direct,bm25,41,20,strict_eq2,0.1,0.1,0.1,0,0,0,0,0
direct,bm25,42,20,strict_eq2,0.25,0.25,0.25,0,0,0,0,0
direct,bm25,43,20,strict_eq2,0.1,0.1,0.1,0,0,0,0,0
direct,bm25,44,20,strict_eq2,0.25,0.2,0.25,0,1,0,0,1
direct,bm25,45,20,strict_eq2,-0.1,-0.15,-0.05,1,1,0,1,1
direct,bm25,46,20,strict_eq2,0.4,0.4,0.4,0,0,0,0,0
direct,bm25,47,20,strict_eq2,0.6,0.3,0.6,0,6,0,0,6
direct,bm25,48,20,strict_eq2,0.2,0.05,0.2,0,3,0,0,3
direct,bm25,49,20,strict_eq2,0.25,0.2,0.25,0,1,0,0,1
direct,bm25,50,20,strict_eq2,0,0,0,0,0,0,0,0
direct,bm25,1,20,relaxed_ge1,0.15,0.1,0.2,3,3,2,1,1
direct,bm25,2,20,relaxed_ge1,0.45,0.45,0.45,1,1,1,0,0
direct,bm25,3,20,relaxed_ge1,0.5,0.45,0.5,1,2,1,0,1
direct,bm25,4,20,relaxed_ge1,0.25,0.25,0.4,3,0,0,3,0
direct,bm25,5,20,relaxed_ge1,-0.05,-0.1,0.1,4,2,1,3,1
direct,bm25,6,20,relaxed_ge1,0.1,0.05,0.1,0,1,0,0,1
direct,bm25,7,20,relaxed_ge1,0.15,0.15,0.15,0,0,0,0,0
direct,bm25,8,20,relaxed_ge1,0.1,0.05,0.1,4,5,4,0,1
direct,bm25,9,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
direct,bm25,10,20,relaxed_ge1,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,11,20,relaxed_ge1,0.4,0.3,0.45,1,2,0,1,2
direct,bm25,12,20,relaxed_ge1,0.1,0,0.1,2,4,2,0,2
direct,bm25,13,20,relaxed_ge1,0,0,0.05,2,1,1,1,0
direct,bm25,14,20,relaxed_ge1,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,15,20,relaxed_ge1,0.1,-0.15,0.35,6,6,1,5,5
direct,bm25,16,20,relaxed_ge1,0.65,0.5,0.7,1,3,0,1,3
direct,bm25,17,20,relaxed_ge1,0.2,0.1,0.3,2,2,0,2,2
direct,bm25,18,20,relaxed_ge1,0.2,0.2,0.2,0,0,0,0,0
direct,bm25,19,20,relaxed_ge1,-0.1,-0.1,-0.1,0,0,0,0,0
direct,bm25,20,20,relaxed_ge1,0.1,0.05,0.1,1,2,1,0,1
direct,bm25,21,20,relaxed_ge1,0.25,0.2,0.3,2,2,1,1,1
direct,bm25,22,20,relaxed_ge1,0.05,0,0.05,3,4,3,0,1
direct,bm25,23,20,relaxed_ge1,0.2,0.15,0.2,0,1,0,0,1
direct,bm25,24,20,relaxed_ge1,0.25,0.15,0.25,0,2,0,0,2
direct,bm25,25,20,relaxed_ge1,0.35,0.1,0.5,3,5,0,3,5
direct,bm25,26,20,relaxed_ge1,0.05,-0.05,0.1,2,3,1,1,2
direct,bm25,27,20,relaxed_ge1,0.15,0.05,0.15,0,2,0,0,2
direct,bm25,28,20,relaxed_ge1,-0.05,-0.05,0.1,3,0,0,3,0
direct,bm25,29,20,relaxed_ge1,0.05,0.05,0.1,1,0,0,1,0
direct,bm25,30,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct,bm25,31,20,relaxed_ge1,0.15,0.15,0.15,1,1,1,0,0
direct,bm25,32,20,relaxed_ge1,0,0,0.2,4,0,0,4,0
direct,bm25,33,20,relaxed_ge1,0.15,0.15,0.15,0,0,0,0,0
direct,bm25,34,20,relaxed_ge1,0.05,-0.2,0.1,2,6,1,1,5
direct,bm25,35,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
direct,bm25,36,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct,bm25,37,20,relaxed_ge1,0.05,0.05,0.05,0,0,0,0,0
direct,bm25,38,20,relaxed_ge1,0.3,0.3,0.35,1,0,0,1,0
direct,bm25,39,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct,bm25,40,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct,bm25,41,20,relaxed_ge1,0.15,0.15,0.15,0,0,0,0,0
direct,bm25,42,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
direct,bm25,43,20,relaxed_ge1,0,0,0,0,0,0,0,0
direct,bm25,44,20,relaxed_ge1,0.1,0.05,0.1,0,1,0,0,1
direct,bm25,45,20,relaxed_ge1,0.05,0,0.1,1,1,0,1,1
direct,bm25,46,20,relaxed_ge1,0.25,0.25,0.25,0,0,0,0,0
direct,bm25,47,20,relaxed_ge1,0.5,0.2,0.5,0,6,0,0,6
direct,bm25,48,20,relaxed_ge1,0.2,0.05,0.2,0,3,0,0,3
direct,bm25,49,20,relaxed_ge1,0.4,0.35,0.4,0,1,0,0,1
direct,bm25,50,20,relaxed_ge1,-0.05,-0.05,-0.05,0,0,0,0,0
direct,bm25,1,100,strict_eq2,0.06,-0.24,0.17,27,46,16,11,30
direct,bm25,2,100,strict_eq2,0.14,-0.03,0.21,12,22,5,7,17
direct,bm25,3,100,strict_eq2,0.07,-0.05,0.15,18,22,10,8,12
direct,bm25,4,100,strict_eq2,0.08,-0.03,0.16,28,31,20,8,11
direct,bm25,5,100,strict_eq2,0.08,-0.12,0.27,28,29,9,19,20
direct,bm25,6,100,strict_eq2,0.21,-0.11,0.4,20,33,1,19,32
direct,bm25,7,100,strict_eq2,0.21,0.11,0.25,6,12,2,4,10
direct,bm25,8,100,strict_eq2,0.18,-0.08,0.36,31,39,13,18,26
direct,bm25,9,100,strict_eq2,0.03,-0.03,0.11,14,12,6,8,6
direct,bm25,10,100,strict_eq2,0.11,0.04,0.14,7,11,4,3,7
direct,bm25,11,100,strict_eq2,0.03,-0.02,0.14,21,15,10,11,5
direct,bm25,12,100,strict_eq2,0.05,-0.08,0.19,23,22,9,14,13
direct,bm25,13,100,strict_eq2,0.08,-0.05,0.16,18,23,10,8,13
direct,bm25,14,100,strict_eq2,0.04,0,0.12,8,4,0,8,4
direct,bm25,15,100,strict_eq2,0.04,-0.4,0.46,49,51,7,42,44
direct,bm25,16,100,strict_eq2,0.4,0.04,0.49,11,38,2,9,36
direct,bm25,17,100,strict_eq2,0.08,-0.08,0.21,19,22,6,13,16
direct,bm25,18,100,strict_eq2,0.08,-0.02,0.11,5,12,2,3,10
direct,bm25,19,100,strict_eq2,0.03,-0.09,0.05,7,17,5,2,12
direct,bm25,20,100,strict_eq2,0.26,0.21,0.31,10,10,5,5,5
direct,bm25,21,100,strict_eq2,0.11,-0.05,0.19,13,21,5,8,16
direct,bm25,22,100,strict_eq2,0.21,0.05,0.26,16,27,11,5,16
