method,query_id,k,n_retrieved,n_judged,n_unjudged,n_explicit_minus1,judged_fraction,hole_fraction
bm25,11,1000,1000,367,633,0,0.367,0.633
bm25,12,1000,1000,327,673,0,0.327,0.673
bm25,13,1000,1000,361,639,0,0.361,0.639
bm25,14,1000,1000,243,757,0,0.243,0.757
bm25,15,1000,1000,229,771,0,0.229,0.771
bm25,16,1000,1000,272,728,0,0.272,0.728
bm25,17,1000,1000,411,589,0,0.411,0.589
bm25,18,1000,1000,457,543,0,0.457,0.543
bm25,19,1000,1000,287,713,0,0.287,0.713
bm25,20,1000,1000,506,494,0,0.506,0.494
bm25,21,1000,1000,332,668,0,0.332,0.668
bm25,22,1000,1000,307,693,0,0.307,0.693
bm25,23,1000,1000,298,702,0,0.298,0.702
bm25,24,1000,1000,345,655,0,0.345,0.655
bm25,25,1000,1000,343,657,0,0.343,0.657
bm25,26,1000,1000,324,676,0,0.324,0.676
bm25,27,1000,1000,437,563,0,0.437,0.563
bm25,28,1000,1000,423,577,0,0.423,0.577
bm25,29,1000,1000,477,523,0,0.477,0.523
bm25,30,1000,1000,337,663,0,0.337,0.663
bm25,31,1000,1000,421,579,0,0.421,0.579
bm25,32,1000,1000,238,762,0,0.238,0.762
bm25,33,1000,1000,430,570,0,0.43,0.57
bm25,34,1000,1000,231,769,0,0.231,0.769
bm25,35,1000,1000,342,658,0,0.342,0.658
bm25,36,1000,1000,568,432,0,0.568,0.432
bm25,37,1000,1000,569,431,0,0.569,0.431
bm25,38,1000,1000,521,479,0,0.521,0.479
bm25,39,1000,1000,630,370,0,0.63,0.37
bm25,40,1000,1000,556,444,0,0.556,0.444
bm25,41,1000,1000,298,702,0,0.298,0.702
bm25,42,1000,1000,335,665,0,0.335,0.665
bm25,43,1000,1000,325,675,0,0.325,0.675
bm25,44,1000,1000,431,569,0,0.431,0.569
bm25,45,1000,1000,569,431,0,0.569,0.431
bm25,46,1000,1000,232,768,0,0.232,0.768
bm25,47,1000,1000,351,649,0,0.351,0.649
bm25,48,1000,1000,280,720,0,0.28,0.72
bm25,49,1000,1000,322,678,0,0.322,0.678
bm25,50,1000,1000,364,636,0,0.364,0.636
mpnet,1,20,20,2,18,0,0.1,0.9
mpnet,2,20,20,2,18,0,0.1,0.9
mpnet,3,20,20,5,15,0,0.25,0.75
mpnet,4,20,20,10,10,0,0.5,0.5
mpnet,5,20,20,8,12,0,0.4,0.6
mpnet,6,20,20,11,9,0,0.55,0.45
mpnet,7,20,20,10,10,0,0.5,0.5
mpnet,8,20,20,9,11,0,0.45,0.55
mpnet,9,20,20,13,7,0,0.65,0.35
mpnet,10,20,20,13,7,0,0.65,0.35
mpnet,11,20,20,8,12,0,0.4,0.6
mpnet,12,20,20,5,15,0,0.25,0.75
mpnet,13,20,20,4,16,0,0.2,0.8
mpnet,14,20,20,12,8,0,0.6,0.4
mpnet,15,20,20,2,18,0,0.1,0.9
mpnet,16,20,20,19,1,0,0.95,0.05
mpnet,17,20,20,10,10,0,0.5,0.5
mpnet,18,20,20,15,5,0,0.75,0.25
mpnet,19,20,20,17,3,0,0.85,0.15
mpnet,20,20,20,19,1,0,0.95,0.05
mpnet,21,20,20,6,14,0,0.3,0.7
mpnet,22,20,20,14,6,0,0.7,0.3
mpnet,23,20,20,17,3,0,0.85,0.15
mpnet,24,20,20,13,7,0,0.65,0.35
mpnet,25,20,20,10,10,0,0.5,0.5
mpnet,26,20,20,3,17,0,0.15,0.85
mpnet,27,20,20,16,4,0,0.8,0.2
mpnet,28,20,20,10,10,0,0.5,0.5
mpnet,29,20,20,13,7,0,0.65,0.35
mpnet,30,20,20,15,5,0,0.75,0.25
mpnet,31,20,20,2,18,0,0.1,0.9
mpnet,32,20,20,3,17,0,0.15,0.85
mpnet,33,20,20,11,9,0,0.55,0.45
mpnet,34,20,20,7,13,0,0.35,0.65
mpnet,35,20,20,4,16,0,0.2,0.8
mpnet,36,20,20,17,3,0,0.85,0.15
mpnet,37,20,20,20,0,0,1,0
mpnet,38,20,20,12,8,0,0.6,0.4
mpnet,39,20,20,20,0,0,1,0
mpnet,40,20,20,20,0,0,1,0
mpnet,41,20,20,19,1,0,0.95,0.05
mpnet,42,20,20,20,0,0,1,0
mpnet,43,20,20,20,0,0,1,0
mpnet,44,20,20,19,1,0,0.95,0.05
mpnet,45,20,20,19,1,0,0.95,0.05
mpnet,46,20,20,20,0,0,1,0
mpnet,47,20,20,9,11,0,0.45,0.55
mpnet,48,20,20,18,2,0,0.9,0.1
mpnet,49,20,20,12,8,0,0.6,0.4
mpnet,50,20,20,14,6,0,0.7,0.3
mpnet,1,50,50,5,45,0,0.1,0.9
mpnet,2,50,50,3,47,0,0.06,0.94
mpnet,3,50,50,10,40,0,0.2,0.8
mpnet,4,50,50,16,34,0,0.32,0.68
mpnet,5,50,50,17,33,0,0.34,0.66
mpnet,6,50,50,25,25,0,0.5,0.5
mpnet,7,50,50,30,20,0,0.6,0.4
mpnet,8,50,50,17,33,0,0.34,0.66
mpnet,9,50,50,33,17,0,0.66,0.34
mpnet,10,50,50,39,11,0,0.78,0.22
mpnet,11,50,50,20,30,0,0.4,0.6
mpnet,12,50,50,17,33,0,0.34,0.66
mpnet,13,50,50,9,41,0,0.18,0.82
mpnet,14,50,50,19,31,0,0.38,0.62
mpnet,15,50,50,6,44,0,0.12,0.88
mpnet,16,50,50,41,9,0,0.82,0.18
mpnet,17,50,50,26,24,0,0.52,0.48
mpnet,18,50,50,35,15,0,0.7,0.3
mpnet,19,50,50,40,10,0,0.8,0.2
mpnet,20,50,50,44,6,0,0.88,0.12
mpnet,21,50,50,21,29,0,0.42,0.58
mpnet,22,50,50,24,26,0,0.48,0.52
mpnet,23,50,50,42,8,0,0.84,0.16
mpnet,24,50,50,27,23,0,0.54,0.46
mpnet,25,50,50,28,22,0,0.56,0.44
mpnet,26,50,50,15,35,0,0.3,0.7
mpnet,27,50,50,30,20,0,0.6,0.4
mpnet,28,50,50,28,22,0,0.56,0.44
mpnet,29,50,50,27,23,0,0.54,0.46
mpnet,30,50,50,38,12,0,0.76,0.24
mpnet,31,50,50,7,43,0,0.14,0.86
mpnet,32,50,50,4,46,0,0.08,0.92
mpnet,33,50,50,24,26,0,0.48,0.52
mpnet,34,50,50,18,32,0,0.36,0.64
mpnet,35,50,50,10,40,0,0.2,0.8
mpnet,36,50,50,38,12,0,0.76,0.24
mpnet,37,50,50,49,1,0,0.98,0.02
mpnet,38,50,50,31,19,0,0.62,0.38
mpnet,39,50,50,49,1,0,0.98,0.02
mpnet,40,50,50,50,0,0,1,0
mpnet,41,50,50,45,5,0,0.9,0.1
mpnet,42,50,50,50,0,0,1,0
mpnet,43,50,50,40,10,0,0.8,0.2
mpnet,44,50,50,45,5,0,0.9,0.1
mpnet,45,50,50,40,10,0,0.8,0.2
mpnet,46,50,50,35,15,0,0.7,0.3
mpnet,47,50,50,20,30,0,0.4,0.6
mpnet,48,50,50,42,8,0,0.84,0.16
mpnet,49,50,50,25,25,0,0.5,0.5
mpnet,50,50,50,36,14,0,0.72,0.28
mpnet,1,100,100,14,86,0,0.14,0.86
mpnet,2,100,100,13,87,0,0.13,0.87
mpnet,3,100,100,25,75,0,0.25,0.75
mpnet,4,100,100,28,72,0,0.28,0.72
mpnet,5,100,100,36,64,0,0.36,0.64
mpnet,6,100,100,42,58,0,0.42,0.58
mpnet,7,100,100,59,41,0,0.59,0.41
mpnet,8,100,100,32,68,0,0.32,0.68
mpnet,9,100,100,49,51,0,0.49,0.51
mpnet,10,100,100,79,21,0,0.79,0.21
mpnet,11,100,100,26,74,0,0.26,0.74
mpnet,12,100,100,31,69,0,0.31,0.69
mpnet,13,100,100,13,87,0,0.13,0.87
mpnet,14,100,100,24,76,0,0.24,0.76
mpnet,15,100,100,10,90,0,0.1,0.9
mpnet,16,100,100,67,33,0,0.67,0.33
mpnet,17,100,100,53,47,0,0.53,0.47
mpnet,18,100,100,75,25,0,0.75,0.25
mpnet,19,100,100,60,40,0,0.6,0.4
mpnet,20,100,100,87,13,0,0.87,0.13
mpnet,21,100,100,36,64,0,0.36,0.64
mpnet,22,100,100,42,58,0,0.42,0.58
mpnet,23,100,100,71,29,0,0.71,0.29
mpnet,24,100,100,53,47,0,0.53,0.47
mpnet,25,100,100,56,44,0,0.56,0.44
mpnet,26,100,100,23,77,0,0.23,0.77
mpnet,27,100,100,42,58,0,0.42,0.58
mpnet,28,100,100,60,40,0,0.6,0.4
mpnet,29,100,100,44,56,0,0.44,0.56
mpnet,30,100,100,80,20,0,0.8,0.2
mpnet,31,100,100,19,81,0,0.19,0.81
mpnet,32,100,100,11,89,0,0.11,0.89
mpnet,33,100,100,41,59,0,0.41,0.59
mpnet,34,100,100,25,75,0,0.25,0.75
mpnet,35,100,100,24,76,0,0.24,0.76
mpnet,36,100,100,75,25,0,0.75,0.25
mpnet,37,100,100,87,13,0,0.87,0.13
mpnet,38,100,100,65,35,0,0.65,0.35
mpnet,39,100,100,94,6,0,0.94,0.06
mpnet,40,100,100,92,8,0,0.92,0.08
mpnet,41,100,100,89,11,0,0.89,0.11
mpnet,42,100,100,100,0,0,1,0
mpnet,43,100,100,60,40,0,0.6,0.4
mpnet,44,100,100,80,20,0,0.8,0.2
mpnet,45,100,100,72,28,0,0.72,0.28
mpnet,46,100,100,47,53,0,0.47,0.53
mpnet,47,100,100,39,61,0,0.39,0.61
mpnet,48,100,100,78,22,0,0.78,0.22
mpnet,49,100,100,47,53,0,0.47,0.53
mpnet,50,100,100,66,34,0,0.66,0.34
mpnet,1,1000,1000,128,872,0,0.128,0.872
mpnet,2,1000,1000,158,842,0,0.158,0.842
mpnet,3,1000,1000,164,836,0,0.164,0.836
mpnet,4,1000,1000,170,830,0,0.17,0.83
mpnet,5,1000,1000,240,760,0,0.24,0.76
mpnet,6,1000,1000,302,698,0,0.302,0.698
mpnet,7,1000,1000,434,566,0,0.434,0.566
mpnet,8,1000,1000,182,818,0,0.182,0.818
mpnet,9,1000,1000,135,865,0,0.135,0.865
mpnet,10,1000,1000,407,593,0,0.407,0.593
mpnet,11,1000,1000,154,846,0,0.154,0.846
mpnet,12,1000,1000,142,858,0,0.142,0.858
mpnet,13,1000,1000,201,799,0,0.201,0.799
mpnet,14,1000,1000,94,906,0,0.094,0.906
mpnet,15,1000,1000,116,884,0,0.116,0.884
mpnet,16,1000,1000,248,752,0,0.248,0.752
mpnet,17,1000,1000,234,766,0,0.234,0.766
mpnet,18,1000,1000,420,580,0,0.42,0.58
mpnet,19,1000,1000,230,770,0,0.23,0.77
mpnet,20,1000,1000,412,588,0,0.412,0.588
mpnet,21,1000,1000,275,725,0,0.275,0.725
mpnet,22,1000,1000,337,663,0,0.337,0.663
mpnet,23,1000,1000,316,684,0,0.316,0.684
mpnet,24,1000,1000,351,649,0,0.351,0.649
mpnet,25,1000,1000,277,723,0,0.277,0.723
mpnet,26,1000,1000,202,798,0,0.202,0.798
mpnet,27,1000,1000,125,875,0,0.125,0.875
mpnet,28,1000,1000,460,540,0,0.46,0.54
mpnet,29,1000,1000,306,694,0,0.306,0.694
mpnet,30,1000,1000,265,735,0,0.265,0.735
mpnet,31,1000,1000,145,855,0,0.145,0.855
mpnet,32,1000,1000,93,907,0,0.093,0.907
mpnet,33,1000,1000,218,782,0,0.218,0.782
mpnet,34,1000,1000,100,900,0,0.1,0.9
mpnet,35,1000,1000,110,890,0,0.11,0.89
mpnet,36,1000,1000,445,555,0,0.445,0.555
mpnet,37,1000,1000,534,466,0,0.534,0.466
mpnet,38,1000,1000,413,587,0,0.413,0.587
mpnet,39,1000,1000,411,589,0,0.411,0.589
mpnet,40,1000,1000,437,563,0,0.437,0.563
mpnet,41,1000,1000,346,654,0,0.346,0.654
mpnet,42,1000,1000,284,716,0,0.284,0.716
mpnet,43,1000,1000,161,839,0,0.161,0.839
mpnet,44,1000,1000,454,546,0,0.454,0.546
mpnet,45,1000,1000,427,573,0,0.427,0.573
mpnet,46,1000,1000,129,871,0,0.129,0.871
mpnet,47,1000,1000,305,695,0,0.305,0.695
mpnet,48,1000,1000,206,794,0,0.206,0.794
mpnet,49,1000,1000,248,752,0,0.248,0.752
mpnet,50,1000,1000,274,726,0,0.274,0.726
direct,1,20,20,17,3,0,0.85,0.15
direct,2,20,20,19,1,0,0.95,0.05
direct,3,20,20,19,1,0,0.95,0.05
direct,4,20,20,17,3,0,0.85,0.15
direct,5,20,20,16,4,0,0.8,0.2
direct,6,20,20,20,0,0,1,0
direct,7,20,20,20,0,0,1,0
direct,8,20,20,16,4,0,0.8,0.2
direct,9,20,20,20,0,0,1,0
direct,10,20,20,20,0,0,1,0
direct,11,20,20,19,1,0,0.95,0.05
direct,12,20,20,18,2,0,0.9,0.1
direct,13,20,20,18,2,0,0.9,0.1
direct,14,20,20,20,0,0,1,0
direct,15,20,20,14,6,0,0.7,0.3
direct,16,20,20,19,1,0,0.95,0.05
direct,17,20,20,18,2,0,0.9,0.1
direct,18,20,20,20,0,0,1,0
direct,19,20,20,20,0,0,1,0
direct,20,20,20,19,1,0,0.95,0.05
direct,21,20,20,18,2,0,0.9,0.1
direct,22,20,20,17,3,0,0.85,0.15
direct,23,20,20,20,0,0,1,0
direct,24,20,20,20,0,0,1,0
direct,25,20,20,17,3,0,0.85,0.15
direct,26,20,20,18,2,0,0.9,0.1
direct,27,20,20,20,0,0,1,0
direct,28,20,20,17,3,0,0.85,0.15
direct,29,20,20,19,1,0,0.95,0.05
direct,30,20,20,20,0,0,1,0
direct,31,20,20,19,1,0,0.95,0.05
direct,32,20,20,16,4,0,0.8,0.2
direct,33,20,20,20,0,0,1,0
direct,34,20,20,18,2,0,0.9,0.1
direct,35,20,20,20,0,0,1,0
direct,36,20,20,20,0,0,1,0
direct,37,20,20,20,0,0,1,0
direct,38,20,20,19,1,0,0.95,0.05
direct,39,20,20,20,0,0,1,0
direct,40,20,20,20,0,0,1,0
direct,41,20,20,20,0,0,1,0
direct,42,20,20,20,0,0,1,0
direct,43,20,20,20,0,0,1,0
direct,44,20,20,20,0,0,1,0
direct,45,20,20,19,1,0,0.95,0.05
direct,46,20,20,20,0,0,1,0
direct,47,20,20,20,0,0,1,0
direct,48,20,20,20,0,0,1,0
direct,49,20,20,20,0,0,1,0
direct,50,20,20,20,0,0,1,0
direct,1,50,50,41,9,0,0.82,0.18
direct,2,50,50,47,3,0,0.94,0.06
direct,3,50,50,46,4,0,0.92,0.08
direct,4,50,50,43,7,0,0.86,0.14
direct,5,50,50,42,8,0,0.84,0.16
direct,6,50,50,47,3,0,0.94,0.06
direct,7,50,50,47,3,0,0.94,0.06
direct,8,50,50,38,12,0,0.76,0.24
direct,9,50,50,48,2,0,0.96,0.04
direct,10,50,50,49,1,0,0.98,0.02
direct,11,50,50,42,8,0,0.84,0.16
direct,12,50,50,43,7,0,0.86,0.14
direct,13,50,50,48,2,0,0.96,0.04
direct,14,50,50,50,0,0,1,0
direct,15,50,50,24,26,0,0.48,0.52
direct,16,50,50,49,1,0,0.98,0.02
direct,17,50,50,45,5,0,0.9,0.1
direct,18,50,50,50,0,0,1,0
direct,19,50,50,48,2,0,0.96,0.04
direct,20,50,50,48,2,0,0.96,0.04
direct,21,50,50,43,7,0,0.86,0.14
direct,22,50,50,44,6,0,0.88,0.12
direct,23,50,50,48,2,0,0.96,0.04
direct,24,50,50,49,1,0,0.98,0.02
direct,25,50,50,35,15,0,0.7,0.3
direct,26,50,50,38,12,0,0.76,0.24
direct,27,50,50,48,2,0,0.96,0.04
direct,28,50,50,45,5,0,0.9,0.1
direct,29,50,50,48,2,0,0.96,0.04
direct,30,50,50,49,1,0,0.98,0.02
direct,31,50,50,49,1,0,0.98,0.02
direct,32,50,50,30,20,0,0.6,0.4
direct,33,50,50,50,0,0,1,0
direct,34,50,50,39,11,0,0.78,0.22
direct,35,50,50,48,2,0,0.96,0.04
direct,36,50,50,49,1,0,0.98,0.02
direct,37,50,50,50,0,0,1,0
direct,38,50,50,49,1,0,0.98,0.02
direct,39,50,50,50,0,0,1,0
direct,40,50,50,50,0,0,1,0
direct,41,50,50,50,0,0,1,0
direct,42,50,50,50,0,0,1,0
direct,43,50,50,50,0,0,1,0
direct,44,50,50,50,0,0,1,0
direct,45,50,50,48,2,0,0.96,0.04
direct,46,50,50,49,1,0,0.98,0.02
direct,47,50,50,47,3,0,0.94,0.06
direct,48,50,50,46,4,0,0.92,0.08
direct,49,50,50,49,1,0,0.98,0.02
direct,50,50,50,46,4,0,0.92,0.08
direct,1,100,100,73,27,0,0.73,0.27
direct,2,100,100,88,12,0,0.88,0.12
direct,3,100,100,82,18,0,0.82,0.18
direct,4,100,100,72,28,0,0.72,0.28
direct,5,100,100,72,28,0,0.72,0.28
direct,6,100,100,80,20,0,0.8,0.2
direct,7,100,100,94,6,0,0.94,0.06
direct,8,100,100,69,31,0,0.69,0.31
direct,9,100,100,86,14,0,0.86,0.14
direct,10,100,100,93,7,0,0.93,0.07
direct,11,100,100,79,21,0,0.79,0.21
direct,12,100,100,77,23,0,0.77,0.23
direct,13,100,100,82,18,0,0.82,0.18
direct,14,100,100,92,8,0,0.92,0.08
direct,15,100,100,51,49,0,0.51,0.49
direct,16,100,100,89,11,0,0.89,0.11
direct,17,100,100,81,19,0,0.81,0.19
direct,18,100,100,95,5,0,0.95,0.05
direct,19,100,100,93,7,0,0.93,0.07
direct,20,100,100,90,10,0,0.9,0.1
direct,21,100,100,87,13,0,0.87,0.13
direct,22,100,100,84,16,0,0.84,0.16
direct,23,100,100,89,11,0,0.89,0.11
direct,24,100,100,95,5,0,0.95,0.05
direct,25,100,100,66,34,0,0.66,0.34
direct,26,100,100,65,35,0,0.65,0.35
direct,27,100,100,87,13,0,0.87,0.13
direct,28,100,100,88,12,0,0.88,0.12
direct,29,100,100,95,5,0,0.95,0.05
direct,30,100,100,86,14,0,0.86,0.14
direct,31,100,100,92,8,0,0.92,0.08
direct,32,100,100,42,58,0,0.42,0.58
direct,33,100,100,96,4,0,0.96,0.04
direct,34,100,100,67,33,0,0.67,0.33
direct,35,100,100,86,14,0,0.86,0.14
direct,36,100,100,96,4,0,0.96,0.04
direct,37,100,100,99,1,0,0.99,0.01
direct,38,100,100,95,5,0,0.95,0.05
direct,39,100,100,99,1,0,0.99,0.01
direct,40,100,100,99,1,0,0.99,0.01
direct,41,100,100,96,4,0,0.96,0.04
direct,42,100,100,100,0,0,1,0
direct,43,100,100,97,3,0,0.97,0.03
direct,44,100,100,100,0,0,1,0
direct,45,100,100,92,8,0,0.92,0.08
direct,46,100,100,78,22,0,0.78,0.22
direct,47,100,100,82,18,0,0.82,0.18
direct,48,100,100,88,12,0,0.88,0.12
direct,49,100,100,97,3,0,0.97,0.03
direct,50,100,100,87,13,0,0.87,0.13
direct,1,1000,1000,341,659,0,0.341,0.659
direct,2,1000,1000,239,761,0,0.239,0.761
direct,3,1000,1000,420,580,0,0.42,0.58
direct,4,1000,1000,327,673,0,0.327,0.673
direct,5,1000,1000,425,575,0,0.425,0.575
direct,6,1000,1000,435,565,0,0.435,0.565
direct,7,1000,1000,545,455,0,0.545,0.455
direct,8,1000,1000,323,677,0,0.323,0.677
direct,9,1000,1000,296,704,0,0.296,0.704
direct,10,1000,1000,468,532,0,0.468,0.532
direct,11,1000,1000,366,634,0,0.366,0.634
direct,12,1000,1000,350,650,0,0.35,0.65
direct,13,1000,1000,410,590,0,0.41,0.59
direct,14,1000,1000,226,774,0,0.226,0.774
direct,15,1000,1000,209,791,0,0.209,0.791
direct,16,1000,1000,367,633,0,0.367,0.633
direct,17,1000,1000,443,557,0,0.443,0.557
direct,18,1000,1000,495,505,0,0.495,0.505
direct,19,1000,1000,327,673,0,0.327,0.673
direct,20,1000,1000,512,488,0,0.512,0.488
direct,21,1000,1000,433,567,0,0.433,0.567
direct,22,1000,1000,363,637,0,0.363,0.637
direct,23,1000,1000,364,636,0,0.364,0.636
direct,24,1000,1000,397,603,0,0.397,0.603
direct,25,1000,1000,403,597,0,0.403,0.597
direct,26,1000,1000,396,604,0,0.396,0.604
direct,27,1000,1000,429,571,0,0.429,0.571
direct,28,1000,1000,481,519,0,0.481,0.519
direct,29,1000,1000,498,502,0,0.498,0.502
direct,30,1000,1000,352,648,0,0.352,0.648
