method,query_id,k,n_retrieved,n_judged,n_unjudged,n_explicit_minus1,judged_fraction,hole_fraction
direct,48,20,20,20,0,0,1,0
direct,9,50,50,48,2,0,0.96,0.04
direct,13,50,50,48,2,0,0.96,0.04
direct,34,50,50,39,11,0,0.78,0.22
direct,45,50,50,48,2,0,0.96,0.04
direct,48,50,50,46,4,0,0.92,0.08
direct,9,100,100,86,14,0,0.86,0.14
direct,13,100,100,82,18,0,0.82,0.18
direct,34,100,100,67,33,0,0.67,0.33
direct,45,100,100,92,8,0,0.92,0.08
direct,48,100,100,88,12,0,0.88,0.12
direct,9,1000,1000,296,704,0,0.296,0.704
direct,13,1000,1000,410,590,0,0.41,0.59
direct,34,1000,1000,274,726,0,0.274,0.726
direct,45,1000,1000,547,453,0,0.547,0.453
direct,48,1000,1000,307,693,0,0.307,0.693
uniform_random,9,20,20,0,20,0,0,1
uniform_random,13,20,20,0,20,0,0,1
uniform_random,34,20,20,0,20,0,0,1
uniform_random,45,20,20,0,20,0,0,1
uniform_random,48,20,20,0,20,0,0,1
uniform_random,9,50,50,0,50,0,0,1
uniform_random,13,50,50,0,50,0,0,1
uniform_random,34,50,50,0,50,0,0,1
uniform_random,45,50,50,0,50,0,0,1
uniform_random,48,50,50,0,50,0,0,1
uniform_random,9,100,100,0,100,0,0,1
uniform_random,13,100,100,2,98,0,0.02,0.98
uniform_random,34,100,100,2,98,0,0.02,0.98
uniform_random,45,100,100,0,100,0,0,1
uniform_random,48,100,100,0,100,0,0,1
uniform_random,9,1000,1000,11,989,0,0.011,0.989
uniform_random,13,1000,1000,16,984,0,0.016,0.984
uniform_random,34,1000,1000,12,988,0,0.012,0.988
uniform_random,45,1000,1000,8,992,0,0.008,0.992
uniform_random,48,1000,1000,4,996,0,0.004,0.996
direct_minmax,9,20,20,20,0,0,1,0
direct_minmax,13,20,20,18,2,0,0.9,0.1
direct_minmax,34,20,20,18,2,0,0.9,0.1
direct_minmax,45,20,20,19,1,0,0.95,0.05
direct_minmax,48,20,20,20,0,0,1,0
direct_minmax,9,50,50,48,2,0,0.96,0.04
direct_minmax,13,50,50,48,2,0,0.96,0.04
direct_minmax,34,50,50,39,11,0,0.78,0.22
direct_minmax,45,50,50,47,3,0,0.94,0.06
direct_minmax,48,50,50,46,4,0,0.92,0.08
direct_minmax,9,100,100,86,14,0,0.86,0.14
direct_minmax,13,100,100,81,19,0,0.81,0.19
direct_minmax,34,100,100,67,33,0,0.67,0.33
direct_minmax,45,100,100,89,11,0,0.89,0.11
direct_minmax,48,100,100,88,12,0,0.88,0.12
direct_minmax,9,1000,1000,297,703,0,0.297,0.703
direct_minmax,13,1000,1000,411,589,0,0.411,0.589
direct_minmax,34,1000,1000,273,727,0,0.273,0.727
direct_minmax,45,1000,1000,545,455,0,0.545,0.455
direct_minmax,48,1000,1000,307,693,0,0.307,0.693
direct_mmr,9,20,20,2,18,0,0.1,0.9
direct_mmr,13,20,20,3,17,0,0.15,0.85
direct_mmr,34,20,20,2,18,0,0.1,0.9
direct_mmr,45,20,20,3,17,0,0.15,0.85
direct_mmr,48,20,20,4,16,0,0.2,0.8
direct_mmr,9,50,50,8,42,0,0.16,0.84
direct_mmr,13,50,50,9,41,0,0.18,0.82
direct_mmr,34,50,50,7,43,0,0.14,0.86
direct_mmr,45,50,50,6,44,0,0.12,0.88
direct_mmr,48,50,50,8,42,0,0.16,0.84
direct_mmr,9,100,100,11,89,0,0.11,0.89
direct_mmr,13,100,100,14,86,0,0.14,0.86
direct_mmr,34,100,100,11,89,0,0.11,0.89
direct_mmr,45,100,100,14,86,0,0.14,0.86
direct_mmr,48,100,100,20,80,0,0.2,0.8
direct_mmr,9,1000,1000,137,863,0,0.137,0.863
direct_mmr,13,1000,1000,148,852,0,0.148,0.852
direct_mmr,34,1000,1000,98,902,0,0.098,0.902
direct_mmr,45,1000,1000,171,829,0,0.171,0.829
direct_mmr,48,1000,1000,145,855,0,0.145,0.855
query_expansion,9,20,20,19,1,0,0.95,0.05
query_expansion,13,20,20,20,0,0,1,0
query_expansion,34,20,20,16,4,0,0.8,0.2
query_expansion,45,20,20,20,0,0,1,0
query_expansion,48,20,20,20,0,0,1,0
query_expansion,9,50,50,45,5,0,0.9,0.1
query_expansion,13,50,50,46,4,0,0.92,0.08
query_expansion,34,50,50,38,12,0,0.76,0.24
query_expansion,45,50,50,48,2,0,0.96,0.04
query_expansion,48,50,50,44,6,0,0.88,0.12
query_expansion,9,100,100,80,20,0,0.8,0.2
query_expansion,13,100,100,83,17,0,0.83,0.17
query_expansion,34,100,100,63,37,0,0.63,0.37
query_expansion,45,100,100,92,8,0,0.92,0.08
query_expansion,48,100,100,78,22,0,0.78,0.22
query_expansion,9,1000,1000,293,707,0,0.293,0.707
query_expansion,13,1000,1000,385,615,0,0.385,0.615
query_expansion,34,1000,1000,277,723,0,0.277,0.723
query_expansion,45,1000,1000,472,528,0,0.472,0.528
query_expansion,48,1000,1000,293,707,0,0.293,0.707
retrieval_random,9,20,20,18,2,0,0.9,0.1
retrieval_random,13,20,20,17,3,0,0.85,0.15
retrieval_random,34,20,20,12,8,0,0.6,0.4
retrieval_random,45,20,20,18,2,0,0.9,0.1
retrieval_random,48,20,20,15,5,0,0.75,0.25
retrieval_random,9,50,50,35,15,0,0.7,0.3
retrieval_random,13,50,50,35,15,0,0.7,0.3
retrieval_random,34,50,50,22,28,0,0.44,0.56
retrieval_random,45,50,50,42,8,0,0.84,0.16
retrieval_random,48,50,50,31,19,0,0.62,0.38
retrieval_random,9,100,100,48,52,0,0.48,0.52
retrieval_random,13,100,100,55,45,0,0.55,0.45
retrieval_random,34,100,100,37,63,0,0.37,0.63
retrieval_random,45,100,100,79,21,0,0.79,0.21
retrieval_random,48,100,100,45,55,0,0.45,0.55
retrieval_random,9,1000,1000,85,915,0,0.085,0.915
retrieval_random,13,1000,1000,164,836,0,0.164,0.836
retrieval_random,34,1000,1000,108,892,0,0.108,0.892
retrieval_random,45,1000,1000,194,806,0,0.194,0.806
retrieval_random,48,1000,1000,86,914,0,0.086,0.914
